annotation_id,tweet_id,customer_message,suggested_intent,annotation_status,final_intent,review_notes
468,35149,@AmazonHelp Yes many times since yesterday however am getting very little help and the return pick is getting rescheduled every time,RETURN,weak_label,,
469,379694,@AmazonHelp but I'm leaving today at 6pm. &amp; the package is already in my town. Where is the problem???,DELIVERY_TRACKING,weak_label,,
470,18721,"@AmazonHelp Seems like it's a random issue, checked just now mike and molly episodes are back",,unlabelled,,
471,10643,@AmazonHelp Does it matter that I purchased from https://t.co/iOigqL9Q9K?,,unlabelled,,
472,224207,@AmazonHelp If I just cancel the order and then reorder it again will I get it tomorrow? It's been in transit to the carrier.,ORDER_CANCELLATION,weak_label,,
473,272166,"Thanks, @AmazonHelp, for having your delivery guys leave my package in plain view like this. https://t.co/RFGheJ7vKU",DELIVERY_INSTRUCTIONS,weak_label,,
474,229079,@AmazonHelp What is that I suppose to do in it..It is the package tracking status,DELIVERY_TRACKING,weak_label,,
475,64062,@AmazonHelp They told me to wait 5 business days to investigate and another 5 days for the refund..what a joke..wasted so much of my time and energy...atleast i should get some compensation,REFUND,weak_label,,
476,421745,@AmazonHelp I did not received my ordr which was supposed to be delivered yesterday and updated the delivery status to false as delivery attempted,PACKAGE_NOT_RECEIVED,weak_label,,
477,16778,"@AmazonHelp Response in mail is just asking to wait n m doing that since last 1 month..it's more than 15 days on Twitter n u doing the same
No solution",,unlabelled,,
478,16784,"@AmazonHelp That's what m doing n u making me believe more that refund policy by Amazon in India is really poor..!
Ur seller is even not taking calls nw",,unlabelled,,
479,15668,"#SuperValueDayQuiz

Where is the result of super value day quiz conducted on Oct 1 and 2 ? @AmazonHelp",,unlabelled,,
480,192320,@AmazonHelp I hve done all these steps but still i am not able to cancel my order,ORDER_CANCELLATION,weak_label,,
481,11597,@AmazonHelp  don't promise a 1 day shipping with a GUARANTEED 8pm delivery when you can't keep it,,unlabelled,,
482,684814,"@AmazonHelp I had one “delivered” yesterday and no one knows where it was delivered to. Spoke with Amazon logistics and was basically told I need to leave delivery instructions for the carriers. No, they need to learn to read.",DELIVERY_INSTRUCTIONS,weak_label,,
483,74811,@AmazonHelp hi! I made an order on Black Friday with a cancelled card and the price has gone back up 🙈 Can I pay with a working card?,ORDER_CANCELLATION,weak_label,,
484,205705,@AmazonHelp It says the seller is https://t.co/KGFOl43nmh,SELLER,weak_label,,
485,1744,@AmazonHelp It’s not allowing me to update it to register my new amazon account. I read I’d have to do so manually. Thx 4 response.,,unlabelled,,
486,470874,"@AmazonHelp You  have all my details.  You can check my account from anywhere. Why can't you accept that your are making terrible mistakes. Just to skip from public embarrassment, you want to discussed over Amazon app, which I already done. After making more than 10 complaints 1/2",WEBSITE_OR_APP,weak_label,,
487,65630,@AmazonHelp @131027  @115851  @3974 CEO .why my pickup request is cancel .please tell whats the timeline for return for my money,RETURN,weak_label,,
488,1544552,"@AmazonHelp I have ordered Samsung galaxy tab E for £139.
I did not receive my good and it says it's been delivered. and is not been delivered.",PACKAGE_NOT_RECEIVED,weak_label,,
489,49897,@AmazonHelp no UPS says it's On Time b/c you shipped it VIA UPS GROUND not UPS overnight!!!,ORDER_DISPATCH,weak_label,,
490,474215,"@AmazonHelp @115830 so now want credit card number, expiry date, csc, card holder name and billing address and then password to account - all on twitter - really!!",PAYMENT,weak_label,,
491,633600,"@AmazonHelp @115850 guys! You told me my payment failed and that I need to pay again. I did that, and now you send me dispatch details for 2 items..! 😐

Help!!",PAYMENT,weak_label,,
492,5141,"@AmazonHelp いえいえ！
問題解決しました！！助かりました、ありがとうございます(´；ω；｀)
はい！これからもお世話になります〜🎶",,unlabelled,,
493,19134,@AmazonHelp @120261 Amazon seller support team is not providing pickup service on time to new seller. We are chasing them from 23rd Oct and lost our 4 orders,SELLER,weak_label,,
494,227342,@AmazonHelp no I have not recieved any dispatch confirmation emails,ORDER_DISPATCH,weak_label,,
495,18163,"@AmazonHelp They are not solving my problem from last one month I'm in contact with them @115850 

You have to do something now",,unlabelled,,
496,179173,@AmazonHelp See d awb num 111.Wat ajoke.placed this order on 23 sep.till now I haven't rcved.fake seller.Fake order https://t.co/2s5nnOuoxy is stucked. https://t.co/jIryATmdn2,SELLER,weak_label,,
497,63119,"@AmazonHelp In hindsight, I don't know what it would have been shipped in had I not selected that option",ORDER_DISPATCH,weak_label,,
498,994274,@AmazonHelp Didn't receive the package still. Spoke to customer care also. I do hope that other packages arrive on time. Unlike this one.,PACKAGE_NOT_RECEIVED,weak_label,,
499,356696,"@AmazonHelp package delay, no updates! Oct 5, then 7, no further updates :(",DELIVERY_DELAY,weak_label,,
500,13135,@AmazonHelp 6 different emails about the same order and none actually resolve the issue. You should be quite ashamed.,,unlabelled,,
501,1337997,@AmazonHelp There are several issues. I ordered for a we can last year. Didn't receive. No updates on it. Ordered a skate scooter last year.,PACKAGE_NOT_RECEIVED,weak_label,,
502,18173,@AmazonHelp Package yet to be received. The delivery boy must’ve signed himself or delivered to someone else. Also if possible send me photo of the sign,,unlabelled,,
503,1288430,@AmazonHelp Both my payment method and shipping address were changed somehow after I placed my order last night and the CS lady told me there's nothing you can do about it.,PAYMENT,weak_label,,
504,18168,"@AmazonHelp Ah okay, thank you so much!",,unlabelled,,
505,180913,@115850 received a message saying am not reachable and package delayed. So much for @117795 membership. @AmazonHelp,DELIVERY_DELAY,weak_label,,
506,1693,@AmazonHelp but I can’t find the options to cancel or re-order?,ORDER_CANCELLATION,weak_label,,
507,439321,@AmazonHelp both the orders are billed in my name.at least the guys on the phone tried to address the issue after verifying the mail id and billing info,PAYMENT,weak_label,,
508,16441,@AmazonHelp One of the items was supposed to be delivered yesterday but UPS is apparently yet to receive anything but a shipping label…,,unlabelled,,
509,19431,@AmazonHelp Anyway you are redirecting the above link to your customer support..What is the use of it?? Same reply from them...,,unlabelled,,
510,13575,"@AmazonHelp __email__, notifying me about the missed call and asking me to call 1-877-243-2913 to verify purchase.Is this legit?",,unlabelled,,
511,320580,@AmazonHelp Finally Amazon failed to provide service to customer without my knowledge updated delivery delayed customer requested @115850 @AmazonHelp https://t.co/rBsqUV5lHv,DELIVERY_DELAY,weak_label,,
512,1452446,"@AmazonHelp Delivery for 3rd when I preordered, got an email this morning saying update payment method, updated it and now saying dispatched for 4th",PAYMENT,weak_label,,
513,17233,@AmazonHelp I have replied to the mail also check it and provide some useful reply,,unlabelled,,
514,888202,"@AmazonHelp the person i talked to told me to reply to the email that told me to fax my billing adress,id,social security,phone number,&amp; credit card and i did",PAYMENT,weak_label,,
515,11046,@AmazonHelp at 7 it said it was out for delivery by 8 pm. It now says sorry for your package being late and will arrive by November 3rd,DELIVERY_DELAY,weak_label,,
516,20750,@AmazonHelp haan MC woh toh dekh hi liya hai ek order mai delivery date se bas 5 din hi late aaya order Tm harami ke pille yaha kyun baithe ho jb kch1/2,DELIVERY_DELAY,weak_label,,
517,1563543,"@AmazonHelp We had a missed delivery on Friday, driver must have ignored delivery instructions. Now we have been given a delivery date of Wednesday.",DELIVERY_INSTRUCTIONS,weak_label,,
518,3751,@AmazonHelp Sadly yes,,unlabelled,,
519,123395,"@AmazonHelp It was impossible for it to have arrived on time when it left 23 minutes before the deadline. Am I blacklisted or something? My recent experiences have been terrible, this is the 9th time I've had to engage support due to delivery issues, either late or lost outright in 3 orders.",DELIVERY_DELAY,weak_label,,
520,10636,"@AmazonHelp My apologies, it says now that the delivery date is October 31st. Still hasn't come though.",,unlabelled,,
521,25293,@AmazonHelp where is my order? I paid for 1 day delivery yesterday and no notification to say to pick it up at the pick up point.,DELIVERY_TRACKING,weak_label,,
522,685,@AmazonHelp Details sent. Please check.,,unlabelled,,
523,13916,"@AmazonHelp Worse part, customer support thought it was coming today too, which I reached out at 4:30 pm",,unlabelled,,
524,1396662,"@AmazonHelp Prime has been suspended. Updated payment method, still not working! Help.",PAYMENT,weak_label,,
525,2909197,"@AmazonHelp Hello, an account specialist contacted me via email asking me to verify my payment information by logging into my account and uploading a statement. They want me to log into my account which they have just said they have locked! I can't log in to do anything!",ACCOUNT,weak_label,,
526,282501,@AmazonHelp oneplus 5 payment issue..auto debit issue https://t.co/Ez6eOo1RFL,PAYMENT,weak_label,,
527,980472,"@AmazonHelp It's very strange that I can sign in Amazon App with my CN account. After I signed in Amazon App, Kindle App worked automatically.",WEBSITE_OR_APP,weak_label,,
528,233513,@AmazonHelp Wow that was really unhelpful. I haven’t received my courier yet. But the same parcel that was shipped via another courier already reached 🙄,ORDER_DISPATCH,weak_label,,
529,50762,@AmazonHelp No not yet it’s just usually dispatched very quickly and I’m hoping you haven’t run out of stock as I need them by Saturday 🤞🏽,ORDER_DISPATCH,weak_label,,
530,2562272,"@115830 @AmazonHelp I cannot log in to amazon echo, changed password, nothing works, just get (UnknownOperationException/) can't find out how to fix it/what issue is, so please respond.",ACCOUNT,weak_label,,
531,182923,@AmazonHelp Any updates after 21hours? I want to cancel order. Let me know how to proceed. No cancellation action on the website,ORDER_CANCELLATION,weak_label,,
532,142979,"@AmazonHelp Thanks, we are a seller and we got in touch with someone from the team. Hope they givea resolution soon, we'll update here.",SELLER,weak_label,,
533,19109,@AmazonHelp,,unlabelled,,
534,1181432,@AmazonHelp ive made 2 separate orders tonight but with the same card yet one order keeps asking me to revise my payment method?,PAYMENT,weak_label,,
535,12519,@AmazonHelp Ur customer care is disconnecting my call by saying that we would not be able to give you any further I sight over this issue.Please explain,,unlabelled,,
536,2579,"@AmazonHelp legacy ""shared prime benefits"" account trying to join an amazon household of the prim. account holder to share echo and set up voice profile",,unlabelled,,
537,233521,"@AmazonHelp Nobody has contacted me yet and my order again got cancelled. This is seriously very irritating and nobody is bothered to look into this situation @132994 : Why do you have amazon exclusivity, their support is so bad....it brings your biz down",ORDER_CANCELLATION,weak_label,,
538,182987,@AmazonHelp Already following up. Agent says 4-5 days. How can it will take 4-5 days to track a wrong delivered package. This is absurd.,DELIVERY_TRACKING,weak_label,,
539,2537,"@AmazonHelp ありがとうございます！
テレビにstickを接続しているのですが、WiFi接続がすぐに切れてしまい、数分しか見ることができません。",,unlabelled,,
540,114312,Why does amazon take my money but then cancel my order? @AmazonHelp,ORDER_CANCELLATION,weak_label,,
541,16866,"@AmazonHelp Order id-407-2808023-6902735
Mails already done",,unlabelled,,
542,1983629,@AmazonHelp that's just asking me to log in and i can't log in because someone has changed the email of my account,ACCOUNT,weak_label,,
543,17207,@AmazonHelp When i was not a member everything was under gaurantied delivery and once i paid for membership facility is limited,,unlabelled,,
544,16820,@AmazonHelp Most #pethetic service right look at the time i am waiting since 2 days and guess wat I am a #primemember #badservice #refund https://t.co/KKsr3XCfjz,REFUND,weak_label,,
545,10665,@AmazonHelp Hi is there a way to confirm that I make sure my pre-order of @115766 WWII gets here on time? Last year was day late.,,unlabelled,,
546,9780,@AmazonHelp I've returned several things lately and don't want Amazon to think I'm abusing the return policy.,RETURN,weak_label,,
547,424321,@AmazonHelp Can u put screenshot showing wher exactly is Mobile recharge in Amazon Pay page of Amazon app..can't find..al I c is AmazonPay partners info,WEBSITE_OR_APP,weak_label,,
548,232713,"@AmazonHelp but i recd called ,, he told me my order cancelled pls  check and confirm",ORDER_CANCELLATION,weak_label,,
549,970275,"@AmazonHelp Yes, it installs via the Amazon App store, but if I install it this way then I won't be able to use it in Android Auto.",WEBSITE_OR_APP,weak_label,,
550,69774,"@AmazonHelp have emailed &amp; phoned regarding my recent order being cancelled and still no help, pls can someone look into it?",ORDER_CANCELLATION,weak_label,,
551,111878,"Hi @AmazonHelp how can you get my package “back on track” when it’s already missed it’s next day target, and I’m looking at up to Tuesday? https://t.co/NYiFD4ai4h",DELIVERY_TRACKING,weak_label,,
552,838617,"@AmazonHelp Being charged twice, being told that the first charge is simply an authorization charge when it isn’t so you guys were contacted as well",PAYMENT,weak_label,,
553,313265,@AmazonHelp Please let me know the update. Where is my order,DELIVERY_TRACKING,weak_label,,
554,81755,@AmazonHelp Have shared the details. Please get it delivered by today or feel free to cancel the order.,ORDER_CANCELLATION,weak_label,,
555,15275,@AmazonHelp Seriously!!! Ur customer service already told me cancel d order .. Amazon can't do anything to it..n till now it's showing expected on 25th👏,ORDER_CANCELLATION,weak_label,,
556,233459,"@AmazonHelp Sorry that your order is late, if it doesn't arrive by Saturday (this is a school address so closed on Sat.) then come back to the site.",DELIVERY_DELAY,weak_label,,
557,973994,"@AmazonHelp Can’t do that either since as per amazon website, delivery is not yet done. What’s the resolution?",WEBSITE_OR_APP,weak_label,,
558,54365,"@AmazonHelp @118373 @128305 Yes there is, last Wednesday tried to deliver and we were in, then it got delivered next day when we were not there, but didn't receive parcel, this time said today....... So no good as stayed in all day again for no delivery",PACKAGE_NOT_RECEIVED,weak_label,,
559,1525093,@AmazonHelp this says my package was delivered to my mailbox but I never received it. I received orders in my mailbox before and after this https://t.co/nYqg56b0el,PACKAGE_NOT_RECEIVED,weak_label,,
560,253968,@AmazonHelp Where is my order ?,DELIVERY_TRACKING,weak_label,,
561,86131,"@AmazonHelp The carrier told me it would arrive tomorrow. You are missing the point. I am upset that your reps assured me of delivery when they had no business to. Because of them, I lost the opportunity to cancel this order and order from a more reliable online retailer.",ORDER_CANCELLATION,weak_label,,
562,346746,@AmazonHelp I'm super pissed that I waited all this time to get a firestick and it won't even fit in my tv 🙃🙃🙃🙃,DEVICE,weak_label,,
563,42573,"Trying to cancel an order on @115821 but the website and app page come up blank when I hit ""cancel order"" @AmazonHelp",ORDER_CANCELLATION,weak_label,,
564,250546,@AmazonHelp Already have. Your rep couldn't find a tracking either. No one knows what's up with this package. So what now?,DELIVERY_TRACKING,weak_label,,
565,1721,@AmazonHelp Never got the beta and now I’m being told I won’t get ANY of the other stuff. Including Last Jedi content and or bonus classes. Anything! :(,,unlabelled,,
566,16799,@AmazonHelp How shameful u guyzz are when product is replaced it come on friday and if i purchase a new it comes tom #complain #amazoneisfraud https://t.co/smxpZ6oidm,,unlabelled,,
567,158772,@AmazonHelp I want to cancel an order...... Your app or website will not allow it and just states there's an error. I want to cancel the order before it dispatches! Apparently I can't!,ORDER_CANCELLATION,weak_label,,
568,145806,@AmazonHelp It’s not been dispatched. Order was created at 9. I contacted you 3 and a half hours later to have it cancelled. https://t.co/KpPH6DIghS,ORDER_DISPATCH,weak_label,,
569,5128,"@AmazonHelp AMZL US Tracking ID TBA566517950000 it says delivered to mail room, I checked the mail and the front offce, the driver listed 1 package, in that one package was my XLR cables...I'm missing the controller.",,unlabelled,,
570,283565,@AmazonHelp Where is my package ? It was supposed to be delivered today. ATS: 184120412520,DELIVERY_TRACKING,weak_label,,
571,18404,@AmazonHelp 丁寧にありがとうございます,,unlabelled,,
572,271,"@AmazonHelp 電話で対応してもらいましたが改良されませんでした。
保証期間も過ぎてるので買い直しになるんでしょうね。",,unlabelled,,
573,280151,@AmazonHelp I can't log in my account is locked,ACCOUNT,weak_label,,
574,666,@AmazonHelp Aww your reply made her night!,,unlabelled,,
575,16890,@AmazonHelp @115851 are you listening the way your team responded me..no contact by any of your higher team management to listen the issues,,unlabelled,,
576,1751860,@AmazonHelp where do I go to get help for my firestick remote not working?,DEVICE,weak_label,,
577,853892,@AmazonHelp Can you please confirm that @116316 has received my fax (billing).  I have been locked out of my account for almost a month!,PAYMENT,weak_label,,
578,95382,@AmazonHelp I just found out it was by a seller named Sandra Gray Store. The feedbacks in their page are very similar to mine. https://t.co/10wlEPJS0T,SELLER,weak_label,,
579,522527,"@AmazonHelp I Want To Know Why I Can't Log In To My Account. I Reset My Password Already, But It Still Says It's Incorrect.",ACCOUNT,weak_label,,
580,792742,@AmazonHelp That it was 'delivered to safe place' despite it not being delivered and no card left.,DELIVERY_INSTRUCTIONS,weak_label,,
581,51613,@AmazonHelp .. Team I am not satisfied with customers care services...  No help from ur end..  Regarding refund issues,REFUND,weak_label,,
582,29537,@AmazonHelp Had notification of 3rd item being refunded.  Nothing for remaining 2 items,REFUND,weak_label,,
583,80806,@AmazonHelp If I dm the order number can you look into this? Lately every package shipped with prime shipping has been delayed and it’s upsetting honestly.,DELIVERY_DELAY,weak_label,,
584,599036,"@AmazonHelp Yes, LaserShip marked delivered a package I have not received, and not for the first time.",PACKAGE_NOT_RECEIVED,weak_label,,
585,18413,@AmazonHelp Call me on 9873388201. I have already spent a good part of my day taking to ur useless customer service and chatting. Not going to fill.,,unlabelled,,
586,13183,"@AmazonHelp Yes, butvthey lied. Told me carrier and said they would contact and call me back. The never called. I hsdvto make 2 additional calls",,unlabelled,,
587,350951,"@AmazonHelp Did not cancel it,  never received it, supposedly delivered 3 weeks ago...",PACKAGE_NOT_RECEIVED,weak_label,,
588,1625468,@AmazonHelp I would love to connect but the above link requires me to sign in and you have my account locked,ACCOUNT,weak_label,,
589,83472,@AmazonHelp Here is what I see. I have also received an email saying that it is out of stock and if I want to cancel the order https://t.co/kjyD9OdoPg,ORDER_CANCELLATION,weak_label,,
590,9955,"@AmazonHelp amazon just doesn’t seem to get it together, poor customer service, warranty is a scam",,unlabelled,,
591,1712,"@AmazonHelp So essentially still two separate accounts, just sharing payment info? I don't want my family to see my Christmas shopping list 😂",,unlabelled,,
592,236179,@AmazonHelp The msg is in my messagea in the amazon app..... i dnt see this email in my mailbox,WEBSITE_OR_APP,weak_label,,
593,77439,"@AmazonHelp ""we're working to get your package back on track, please come back tomorrow""",DELIVERY_TRACKING,weak_label,,
594,83344,@AmazonHelp I guess you should ask @115817 for a refund since they are going to miss their deadline for  2nd day air,REFUND,weak_label,,
595,219019,@AmazonHelp Does a Seller account still allow an individual to sell one off items?,SELLER,weak_label,,
596,19435,"@AmazonHelp Arriving Today: Your package with Dell KM117 Wireless Keyboard Mouse is out for delivery.Amt: Rs.1,399. https://t.co/JuXkvDFU1Q",,unlabelled,,
597,108213,@AmazonHelp the item is in stock and also i spoke with someone with live chat and assured me that my order was going to ship last night. Not,ORDER_DISPATCH,weak_label,,
598,901118,"@115821 @AmazonHelp @116016 I can't sign in to @115821. I get an email saying my account is locked, unless I want to pay $900 for one of those fraudulent orders. 5/X",ACCOUNT,weak_label,,
599,74767,@115850 @AmazonHelp I need to contact customer support ASAP regarding bad behaviour of a seller.,SELLER,weak_label,,
600,230063,"@AmazonHelp This order got cancelled, after being promised by the customer care that it will be delivered on the same day.",ORDER_CANCELLATION,weak_label,,
601,283052,"@AmazonHelp Order #406-5192140-6921118 arriving late need to escalate this on urgent basis SOS.
#Highpriority #Prime https://t.co/K4w4fmhZUW",DELIVERY_DELAY,weak_label,,
602,469457,"@AmazonHelp Another order, another issue. Was ordering @951 G5s plus last night from Amazon app but payment is failing again &amp; again. Tried ordering after 12 hrs, still failed. Tried adding back cover and ordering 2 items still failed. @115821 @115850",WEBSITE_OR_APP,weak_label,,
603,9816,@AmazonHelp you it is late but It is fine I just thought it was hilarious,,unlabelled,,
604,257128,"@AmazonHelp I just want to know then the XZ1 Compact I ordered on https://t.co/z3bpo5tn6c will ship. You are Amazon, not an around the corner shop.",ORDER_DISPATCH,weak_label,,
605,18897,@AmazonHelp Yes.. not single call got regarding that since Saturday.. I want to return this products and never want to purchase again with amazon,RETURN,weak_label,,
606,274,@AmazonHelp こちらこそありがとうございました。,,unlabelled,,
607,253328,@AmazonHelp Still have not received my order after your representatives promised they would be here by October 4.,PACKAGE_NOT_RECEIVED,weak_label,,
608,9775,"@AmazonHelp Order date
06-Oct-2017
Order #
406-8895581-1413106
Order total
   3,719.00 (delete it again)",,unlabelled,,
609,14016,"@AmazonHelp I wonder, will UR uber boss #BenHartman get copied on this thread?  Gotta say, I'm not a customer at the moment, only impacted by UR customers. This customer service experience greatly disinclines me 2 even consider #AmazonFresh.  Maybe Mr. Hartman could change my mind.  I dunno.",,unlabelled,,
610,180923,"@AmazonHelp Despite everything from seller to warehouse to address remaining same, @115850 delivered #FIFA18 to new customer rather than pre ordered https://t.co/69o1OQv2D4",SELLER,weak_label,,
611,11049,@AmazonHelp Original promised delivery date was yesterday to this Friday.,,unlabelled,,
612,17923,@AmazonHelp Means your valuable customer have to suffer with this issue?  Then what about shipping charges? Why your customer pay from his pocket?,,unlabelled,,
613,384419,@AmazonHelp If I give u my order code and tracking number can u tell me how long away it is?,DELIVERY_TRACKING,weak_label,,
614,777244,"@AmazonHelp I had my account locked on previous order and provided address and had my account open, this order again same thing.",ACCOUNT,weak_label,,
615,67460,"@AmazonHelp hi there. ordered some items via https://t.co/fHf6tpP90K which are lost in transit. nobody has contacted me, updated me, refunded me. wondering why I am paying for prime if this is the service I get. can you help? email: __email__. thanks.",REFUND,weak_label,,
616,472273,"@AmazonHelp really really angry with your drivers, I paid £6 for delivery of my parcel to be delivered yesterday with clear instructions what to do with the parcel if I wasn’t in. Turns out your driver didn’t turn up at all. I needed the parcel for today! Useless",DELIVERY_INSTRUCTIONS,weak_label,,
617,15139,@AmazonHelp Nothing other than Pre-formatted responses.  Every order I’ve placed in the last 2 weeks has been delayed.,DELIVERY_DELAY,weak_label,,
618,292898,"@AmazonHelp Your courier apparently tried calling at 11 pm. Again ""Courier centric"" if your delivery person assumes he/she can call people so late",DELIVERY_DELAY,weak_label,,
619,1065683,@AmazonHelp I didn't get my order but it's showing delivered on amazon app. What should I do please share the steps.,WEBSITE_OR_APP,weak_label,,
620,1227959,"Hi @AmazonHelp I am being told that I have requested a change to the delivery location, to a local shop following a failed delivery, but I didn't request this, please can advise",DELIVERY_INSTRUCTIONS,weak_label,,
621,218025,@AmazonHelp Its the professional seller account that I didnt ask for in the first place . Ya ya im sure you have it inthe fine print of the subscription,SELLER,weak_label,,
622,1423519,"Hi @115821 @AmazonHelp I’ve been charged twice for a purchase, how can I get this sorted? Thanks 🙏",PAYMENT,weak_label,,
623,643,"Bought an @115821 Echo Show and it won’t recognize a single @AmazonHelp account in our household. WTF, guys?",,unlabelled,,
624,19199,@AmazonHelp problem not resolved yet...high time now,,unlabelled,,
625,523499,@AmazonHelp From the amazon app. I ordered it on wednesday and it is supposed to be delivered today which is friday. But then it stated that I need to wait another days because of some delays. I use prime so that I can get it delivered fasterr,WEBSITE_OR_APP,weak_label,,
626,519703,@AmazonHelp My account was locked for reasons that were not explained. One email said the billing address associated with my gift card was incorrect. It's a gift card. It doesn't have a billing address.,PAYMENT,weak_label,,
627,19108,"@AmazonHelp Not Amazon customer service, that’s what’s down. Way down.",,unlabelled,,
628,38127,brought the wrong cable £6 later go to return it and this 😭😭😭😭  @AmazonHelp  why u do this to me :( https://t.co/8yr7yr2Ua6,RETURN,weak_label,,
629,9134,@AmazonHelp Love you,,unlabelled,,
630,89209,"@AmazonHelp for security reasons does not show addresses on creditcard statement. As a punishment by Amazon for not doing this, they will not unlock my account in order to retrieve the value of my giftcard that de-facto has not been used a the order as will be cancelled. Blown away by this.",ORDER_CANCELLATION,weak_label,,
631,180377,"@AmazonHelp After canceled orders and delayed order, the only thing left was your customer executives raising their voice. Pathetic services",DELIVERY_DELAY,weak_label,,
632,99967,@AmazonHelp ordered some samples from you. package was damaged and returned. i'd like to reorder the samples but the site won't let me since i technically already ordered the samples. help?,RETURN,weak_label,,
633,558442,"@AmazonHelp My order says that it has been out for delivery since 10:30 this morning despite already being 2 days late and I have not received it today, how can it take 12 hours for the package to get to me?",PACKAGE_NOT_RECEIVED,weak_label,,
634,12515,@AmazonHelp 24 hrs tat was given on written mail on 29th Oct to receive a call but no response since last 60 hrs.Hence we say quality of Amazon has gone,,unlabelled,,
635,1600409,@AmazonHelp I never received my COD WW2 that I preordered. Didn’t get a buzz on the door or a phone call. How’s it “delivered”?,PACKAGE_NOT_RECEIVED,weak_label,,
636,105145,"@AmazonHelp We bought two parts in October to fix a vehicle that broke down in another city. We had to fly to the city to replace the parts, which didn't work. Thinking it was a different issue we returned home and had to wait until we could see a mechanic.",RETURN,weak_label,,
637,811618,@AmazonHelp due to a billing address mistake and though I tried to rectify it have received no confirmation and have no way of following up! https://t.co/SVvi9Y4W4U,PAYMENT,weak_label,,
638,47866,"@AmazonHelp Yes, of course. Now need to claim from @126705 but need proof of posting from seller, which is impossible to obtain.",SELLER,weak_label,,
639,19434,@AmazonHelp Daily same msg coming but do not delivered,,unlabelled,,
640,4847,@AmazonHelp will i loose my account? Already tried help by link and by calling customer service,,unlabelled,,
641,397379,@AmazonHelp @115850 @115821 I have clearly Stated in my complaint on 3rd October that I have not received my order when I received SMS that my order is delivered. 2/n,PACKAGE_NOT_RECEIVED,weak_label,,
642,16443,@AmazonHelp What’s the point in me paying for prime shipping when things are just going to show up days after their estimates? No confidence.,,unlabelled,,
643,792091,"@AmazonHelp i didn't the receive the order yet, now changed the delivery address , i don't know, how many month will take PRIME members , but useless",DELIVERY_INSTRUCTIONS,weak_label,,
644,210279,"@AmazonHelp Not too impressed. Have order to my work, was too late yday. Ok, fair enough. But knowing this, it wasn't even out for..",DELIVERY_DELAY,weak_label,,
645,262169,@AmazonHelp Mr's Amazon App does not appear here. https://t.co/Ze4O2nMdX9,WEBSITE_OR_APP,weak_label,,
646,13927,@AmazonHelp Nothing official,,unlabelled,,
647,18928,@AmazonHelp Is there any update apart from making fool to the customer.,,unlabelled,,
648,965175,"@AmazonHelp No i order products with #subscription, even i left delivery instructions, you left 80pound package to leasing office instead of front door",DELIVERY_INSTRUCTIONS,weak_label,,
649,67504,@AmazonHelp I did report the latest delivery and it seems like it happens a lot as there is a feature for this to complain in place. I also did for the previous delivery and because the box was open then I returned the item.,RETURN,weak_label,,
650,331569,@AmazonHelp I can't sign in because my account has been locked... That's what I'm trying to solve,ACCOUNT,weak_label,,
651,648478,@AmazonHelp Someone has changed my delivery from my home address to a pick up location. I don't understand why you allow that to happen,DELIVERY_INSTRUCTIONS,weak_label,,
652,437883,@AmazonHelp a Prime order was delayed. the chat ppl were rude while offering *apologies*. why can I no longer email customer service?,DELIVERY_DELAY,weak_label,,
653,18698,@AmazonHelp Have sent the prouduct back .. and after a month ur complaining that the product sent is wrong .. @AmazonHelp,,unlabelled,,
654,16782,"@AmazonHelp How much more time is needed?
I think everything is online..
Is ur seller not responding? Or approval is needed from any ministry?",SELLER,weak_label,,
655,1271549,"So @AmazonHelp, which numpty @115830 teaches their delivery drivers to leave parcels out in the rain? Delivery instructions ignored + cardboard box + rain -protection = goods not in perfect condition! Loosing customers is not the best way to start the Christmas period 😡",DELIVERY_INSTRUCTIONS,weak_label,,
656,65893,@AmazonHelp Your agent says it is third party delivery.. he can't reschedule it as it is already paid... He kept calling....  Order 406-9195017-4997117,SELLER,weak_label,,
657,5293,@AmazonHelp Solicitud (foto del estado de cuenta),,unlabelled,,
658,963223,@AmazonHelp Both.  There is no option on my old kindle to transfer the file from laptop to kindle.  Also problem with usb and kindle - can’t update,DEVICE,weak_label,,
659,19447,"@AmazonHelp Name of account -avaneesh Kumar chaubey 
Contact number -8269451504
Order number - 405-3324870-8447534
Product - titan watch",,unlabelled,,
660,654323,"@AmazonHelp If it's only certain skills, it's incorrect to say that echo will not work in Luxembourg. The skills which are licence bound can be restricted based on user location.",DEVICE,weak_label,,
661,973643,@AmazonHelp cannot select my debit card as payment method,PAYMENT,weak_label,,
662,434414,@AmazonHelp Same story again for another order. I have not received my order and the status updated as delivered. Great going @115850,PACKAGE_NOT_RECEIVED,weak_label,,
663,160359,"@AmazonHelp 1) UPS has never successfully delivered a package to me. But this was an AMZL delivery.

2) No, I cancelled the order. I just have to learn not to order from Amazon.",ORDER_CANCELLATION,weak_label,,
664,11060,@AmazonHelp still have not received my package I paid extra for guaranteed next day. Won't do that again,PACKAGE_NOT_RECEIVED,weak_label,,
665,219166,"@AmazonHelp, AMZL is awful. No tracking updates in 24 hours, but my package is still showing delivery ""Today by 8pm"" (it's 20:30 right now).",DELIVERY_TRACKING,weak_label,,
666,401630,@AmazonHelp It's making me sign in to contact you... and this is a problem since I can't sign in or get the reset code.,ACCOUNT,weak_label,,
