example_id,customer_message,intent,decision,reason
149,@AmazonHelp Just re-ordered with another email address and now that account has been immediately locked,ACCOUNT,ESCALATE,Intent 'ACCOUNT' may require account access or support action.
150,@AmazonHelp Please share the escalation matrix.,CUSTOMER_SERVICE,ESCALATE,Intent 'CUSTOMER_SERVICE' may require account access or support action.
151,@AmazonHelp I have already sent a mail yesterday at 9pm &amp; called customer care but no response as of now. Marked mail to Jeff also.#fraud,ACCOUNT,ESCALATE,Intent 'ACCOUNT' may require account access or support action.
152,@AmazonHelp Merci,RESOLUTION_CONFIRMATION,AUTO_HANDLE,Intent 'RESOLUTION_CONFIRMATION' appears suitable for a non-account-action response.
153,@AmazonHelp Nope! 18-20th. Not acceptable,DELIVERY_TRACKING,AUTO_HANDLE,Intent 'DELIVERY_TRACKING' can usually be handled without private account action.
154,@AmazonHelp Still waiting,CUSTOMER_SERVICE,ESCALATE,Intent 'CUSTOMER_SERVICE' may require account access or support action.
155,@AmazonHelp The delivery date was supposed to be today,DELIVERY_DELAY,AUTO_HANDLE,Intent 'DELIVERY_DELAY' appears suitable for a non-account-action response.
156,@AmazonHelp i dont have any fax service in my town and u ppl r crazy,ACCOUNT,ESCALATE,Intent 'ACCOUNT' may require account access or support action.
157,"@AmazonHelp #unprofessional order id # 
403-7503264-7181114,403-8300003-6354735,403-5491238-8117144",CUSTOMER_SERVICE,ESCALATE,Intent 'CUSTOMER_SERVICE' may require account access or support action.
158,@AmazonHelp Yes iv done everything iv just sent you a full message now ..,PACKAGE_NOT_RECEIVED,ESCALATE,Intent 'PACKAGE_NOT_RECEIVED' may require account access or support action.
159,"@AmazonHelp わかりますが、同じ表品を2セットで別はやっぱり嫌です…
開けると「入るやん」って思ってしまいますし…
でも、わざわざありがとうございます😊",FEEDBACK,AUTO_HANDLE,Intent 'FEEDBACK' can usually be handled without private account action.
160,@AmazonHelp It's on Amazon.in but transaction has been made on .uk,PAYMENT,ESCALATE,Intent 'PAYMENT' may require account access or support action.
161,@AmazonHelp Why false assurances then,CUSTOMER_SERVICE,ESCALATE,Intent 'CUSTOMER_SERVICE' may require account access or support action.
162,@AmazonHelp Call me option is not working. PL call back,CUSTOMER_SERVICE,ESCALATE,Intent 'CUSTOMER_SERVICE' may require account access or support action.
163,"@AmazonHelp There's nothing written but the title of the book, but i did pay the price listed for the hardcover book",PRODUCT_INFORMATION,AUTO_HANDLE,Intent 'PRODUCT_INFORMATION' can usually be handled without private account action.
164,"@AmazonHelp Done
Let's see how responsive Amazon.in is",CUSTOMER_SERVICE,ESCALATE,Intent 'CUSTOMER_SERVICE' may require account access or support action.
165,@AmazonHelp I have no contact information. They did not leave a card. I have tweeted them and they have not responded.,DELIVERY_PROBLEM,ESCALATE,Intent 'DELIVERY_PROBLEM' may require account access or support action.
166,"@AmazonHelp Tomorrow (19/10). Still says ""Preparing for Dispatch"", can't believe will be delivered on time if it hasn't been dispatched yet",ORDER_DISPATCH,ESCALATE,Intent 'ORDER_DISPATCH' may require account access or support action.
167,"@AmazonHelp This link is not opening either, page can't be loaded error is getting displayed",WEBSITE_OR_APP,ESCALATE,Intent 'WEBSITE_OR_APP' may require account access or support action.
168,"@AmazonHelp thank you! Me too, my co worker loves wine and has cats so I figured this would be perfect for her. Any way for a replacement? I logged into my app and don’t see anything thx",OTHER,ESCALATE,Intent 'OTHER' may require account access or support action.
169,@AmazonHelp I am using website. The problem is present on just chrome browser. While it works fine in Firefox. Works fine in chrome on mobile as well. I am using chrome Version 62.0.3202.94 (Official Build) (64-bit) on desktop.,WEBSITE_OR_APP,ESCALATE,Intent 'WEBSITE_OR_APP' may require account access or support action.
170,@AmazonHelp I’ve tried it on both the app and the desktop site and both have done the same thing,WEBSITE_OR_APP,ESCALATE,Intent 'WEBSITE_OR_APP' may require account access or support action.
171,@AmazonHelp i did..no one called,CUSTOMER_SERVICE,ESCALATE,Intent 'CUSTOMER_SERVICE' may require account access or support action.
172,"@AmazonHelp No call no msg,,, what a fantastic response... Total failure of APNI DUKAAN??",CUSTOMER_SERVICE,ESCALATE,Intent 'CUSTOMER_SERVICE' may require account access or support action.
173,"@AmazonHelp I have the ""Amazon Echo, Black (previous generation)"" 
I have seen other @119038 streamers use it on there live streams to play music and would like to know how.",DEVICE,ESCALATE,Intent 'DEVICE' may require account access or support action.
174,@AmazonHelp Amazon EU.,CUSTOMER_SERVICE,ESCALATE,Intent 'CUSTOMER_SERVICE' may require account access or support action.
175,@AmazonHelp I used @145869 and it’s showing the seller to be https://t.co/eFW8uDgHVP LLC,SELLER,ESCALATE,Intent 'SELLER' may require account access or support action.
176,@AmazonHelp Lp Collect,DELIVERY_PROBLEM,ESCALATE,Intent 'DELIVERY_PROBLEM' may require account access or support action.
177,"@AmazonHelp I’ve already reached out to them and all I was told was that if they can’t try again and deliver it today, I’ll be given a refund.",DELIVERY_PROBLEM,ESCALATE,Intent 'DELIVERY_PROBLEM' may require account access or support action.
178,"@AmazonHelp read tweet carefully and then reply ,package is in my city since early Thursday morning yet no sign of it getting delivered before Saturday😠",DELIVERY_DELAY,AUTO_HANDLE,Intent 'DELIVERY_DELAY' appears suitable for a non-account-action response.
179,@AmazonHelp UPS.,DELIVERY_PROBLEM,ESCALATE,Intent 'DELIVERY_PROBLEM' may require account access or support action.
180,@AmazonHelp Celle du moment est la boutique lego!,CASUAL_ENGAGEMENT,AUTO_HANDLE,Intent 'CASUAL_ENGAGEMENT' can usually be handled without private account action.
181,@AmazonHelp I think its a fake . Still no winner list put at nowhere. What is the fact about one plus 5 contest of 9 th June 2017 winner list??,OTHER,ESCALATE,Intent 'OTHER' may require account access or support action.
182,"@AmazonHelp Quero um Kindle, mas preciso de agora, adianta para mim 💜",PRODUCT_INFORMATION,AUTO_HANDLE,Intent 'PRODUCT_INFORMATION' can usually be handled without private account action.
183,@AmazonHelp Both by sellers. One of the items has now changed and is due to be delivered today. The other still says waiting to be dispatched. Why does it matter if it's an Amazon item or a different seller?,ORDER_DISPATCH,ESCALATE,Intent 'ORDER_DISPATCH' may require account access or support action.
184,"@AmazonHelp I’m aware of what two day shipping means. I’m also aware that the delivery date was supposed to be yesterday, and that I pay $99 per year and your response is ¯\_(ツ)_/¯",DELIVERY_DELAY,AUTO_HANDLE,Intent 'DELIVERY_DELAY' appears suitable for a non-account-action response.
185,@AmazonHelp Hahahaha adorei! ❤️,CASUAL_ENGAGEMENT,AUTO_HANDLE,Intent 'CASUAL_ENGAGEMENT' can usually be handled without private account action.
186,"@AmazonHelp Yes, and found it outside my door! But who knows if this note was even for me...",DELIVERY_PROBLEM,ESCALATE,Intent 'DELIVERY_PROBLEM' may require account access or support action.
187,"@AmazonHelp Thanks, I finally found the call option on the website and talk to a rep.",CUSTOMER_SERVICE,ESCALATE,Intent 'CUSTOMER_SERVICE' may require account access or support action.
188,@AmazonHelp Kaha kaha dalu yst I call u ur representative told me about cancelation mail received and fud process,ORDER_CANCELLATION,ESCALATE,Intent 'ORDER_CANCELLATION' may require account access or support action.
189,"@AmazonHelp fui garimpando os novos do SK, além de outros que eu queria faz tempo (tá bem variado)! vcs ainda vão me levar à falência kkkk",CASUAL_ENGAGEMENT,AUTO_HANDLE,Intent 'CASUAL_ENGAGEMENT' can usually be handled without private account action.
190,@AmazonHelp I don't want return just keep the amount and let me aware the people,RETURN,AUTO_HANDLE,Intent 'RETURN' appears suitable for a non-account-action response.
191,@AmazonHelp Oui livraison en soirée impossible car le livreur refuse de rentrer dans l'immeuble (accord avec Amazon selon lui ) indiqué nulle part 1/2,DELIVERY_INSTRUCTIONS,AUTO_HANDLE,Intent 'DELIVERY_INSTRUCTIONS' can usually be handled without private account action.
192,"@AmazonHelp Just says amazon shipping, other than that there no extra information on the order.",DELIVERY_TRACKING,AUTO_HANDLE,Intent 'DELIVERY_TRACKING' can usually be handled without private account action.
193,@AmazonHelp pcのみですか！タブレットではどうやっても無理…ですよね？,WEBSITE_OR_APP,ESCALATE,Intent 'WEBSITE_OR_APP' may require account access or support action.
194,@AmazonHelp Yes all the items in my order are fulfilled by Amazon,SELLER,ESCALATE,Intent 'SELLER' may require account access or support action.
195,@AmazonHelp I have filled the form but i feels that your support going to bad day by day,CUSTOMER_SERVICE,ESCALATE,Intent 'CUSTOMER_SERVICE' may require account access or support action.
196,@AmazonHelp yet another delivery attempt fail. Was told an attempt was made but it wasn't. Been on w/ support for 1 hour.,DELIVERY_PROBLEM,ESCALATE,Intent 'DELIVERY_PROBLEM' may require account access or support action.
197,"@AmazonHelp All I get is an email saying they couldn't deliver. I've been on the phone with them three times about the first parcel, changed the delivery address, nothing has worked. I spoke with Amazon last night, but tried calling courier again today and can't get through.",DELIVERY_PROBLEM,ESCALATE,Intent 'DELIVERY_PROBLEM' may require account access or support action.
198,@AmazonHelp Because I sent everything on Saturday and no email has been received,OTHER,ESCALATE,Intent 'OTHER' may require account access or support action.
199,"@AmazonHelp Thanks ! Hw much time does it take 2 reslv? Cn u share current status, I ws told it's goin 2 take 24-48hrs 2 resolve it, it's +6 dz nw !!!😤",CUSTOMER_SERVICE,ESCALATE,Intent 'CUSTOMER_SERVICE' may require account access or support action.
200,@AmazonHelp Ok it is usually good 🤗 just this time was off,FEEDBACK,AUTO_HANDLE,Intent 'FEEDBACK' can usually be handled without private account action.
