conversation_id,customer_tweet_id,support_tweet_id,customer_message,support_response,customer_created_at,support_created_at,customer_length,support_length
606056,606058,606059,@AmazonHelp Vi mando un DM ?,"@264044 Come preferisci. Puoi incollarci il link dell'articolo o in alternativa inviarci il codice ASIN, che trovi nei dettagli del prodotto . Grazie! ^MP",2017-11-22 11:38:28+00:00,2017-11-22 11:42:52+00:00,28,154
2829526,2829523,2829524,@AmazonHelp alguna manera de que correos no gestione mis envios despues de 3 incidencias con ellos y esta siendo la cuarta?,"@787946 Puedes reportarlo a través del enlace indicado anteriormente o por medio de Soporte al Cliente en este enlace: https://t.co/OjvUxwnzPe 
Un saludo, 
^DB",2017-11-27 13:11:30+00:00,2017-11-27 13:21:30+00:00,123,159
336549,336551,336552,@AmazonHelp How? Nothing in app usage,@196297 can you contact us here: https://t.co/JzP7hlA23B we'd be happy to troubleshoot ^AS,2017-10-08 09:59:34+00:00,2017-10-08 11:04:29+00:00,37,90
1478901,1478898,1478899,@AmazonHelp This is the 12th time in the past 6 months that @115850 is apologising for late delivery! Talk about consistency. And till when am I supposed to be without my phone which I hv left home for exchange?,@217411 I get your disappointment. I'll forward your feedback to our team internally get it reviewed. Request (1/2) ^GK,2017-11-03 06:00:48+00:00,2017-11-03 06:15:27+00:00,211,119
388390,388384,388383,@AmazonHelp  https://t.co/jEO46k93KU,"@207910 Hi, How many in total have you returned ? I can see the email states 12 have been received. Have you been refunded for these?^CR",2017-10-02 06:18:23+00:00,2017-10-02 06:26:30+00:00,36,136
888362,888344,888340,@AmazonHelp M from India and i'm unable to enter my contact details since India is not in the country list provided there,"@330925 Apologies for the miscommunication, please reach out to us via the link: https://t.co/rS49hgaADF and we'll assist you accordingly. ^SU",2017-11-25 15:40:22+00:00,2017-11-25 16:07:00+00:00,121,142
179899,179903,179904,@AmazonHelp Je n'ai pas reçu de solution de leur part,"@158353 Votre colis est en cours de livraison, TNT peut livrer jusqu'à 21h00 ^ME",2017-10-04 15:36:28+00:00,2017-10-04 15:48:01+00:00,53,80
929667,929666,929668,@AmazonHelp Yea. Third time in a row when using Prime Same Day shipping.,"@340572 Oh no! I'm sorry for the troubles with your order, Jeff Can you tell me which site you order from and the current status? ^FR",2017-10-13 22:18:07+00:00,2017-10-13 22:43:29+00:00,72,133
2522327,2522321,2522322,"@AmazonHelp Ive been through the chat and the phone. Nothing has been done. I have neither my item nor my money. The only thing they say was my card wasn't charged, when I know it wasn't,  I paid by gift card",@407433 I'm sorry for the frustration with this order. We'd like to take a closer look into this. Please provide your information here: https://t.co/QAJV3JcHEC. ^DG,2017-11-16 03:03:46+00:00,2017-11-16 03:10:00+00:00,208,164
1575652,1575658,1575659,@AmazonHelp The new projected delivery date is Wednesday,"@485520 Please keep us informed of when your order arrives. If you haven't received your order by Wednesday, use the following link so that we can look into things further: https://t.co/Y5jpI9gRhE ^DO",2017-11-26 23:43:09+00:00,2017-11-26 23:46:00+00:00,56,200
2824670,2824668,2824667,@AmazonHelp This one. https://t.co/05yaBOjIhh,"@761895 Hi, I have checked and was able to place the item into my basket. Can you try using a different browser? ^CR",2017-11-27 09:18:00+00:00,2017-11-27 09:22:28+00:00,45,116
1290403,1290402,1290404,@AmazonHelp My lights all appear here but my Dots do not. Should this be where I select them to add? https://t.co/L7OX9LKLlD,"@421770 Hello, Alanna! We want to help! Contact us here so we can get your Smart Home set up: https://t.co/hApLpMlfHN ^EA",2017-10-26 20:54:47+00:00,2017-10-26 21:16:00+00:00,124,121
382274,382270,382269,"@AmazonHelp Nein, mit einem iOS Gerät hat es aber im selben Netz funktioniert. Habe WLAN aus und wieder ein geschaltet, jetzt klappt es. Thx","@206638 Super, das freut mich. Starte gut ins Wochenende! ^DW",2017-10-27 11:05:09+00:00,2017-10-27 11:08:01+00:00,140,61
1766040,1766039,1766041,"@AmazonHelp Lo compre por medio de amazon méxico, el proovedor se llama https://t.co/E1lXIgxTDE",@531117 Entiendo. Por favor contacta al vendedor externo del producto. ^JJ,2017-11-07 22:00:45+00:00,2017-11-07 22:55:26+00:00,95,74
1152603,1152601,1152600,@AmazonHelp It only offers me an option for a refund. I just want to send this back and get the right item sent to me.,@391225 Is the item sold by a seller but shipped by Amazon? ^DD,2017-10-24 17:09:49+00:00,2017-10-24 17:19:42+00:00,118,63
1400633,1402833,1402831,@AmazonHelp I had requested for return. But no one has bother to come for a pick up,"@445665 Truly sorry about that, Bhumija. Please report this to our support team here:https://t.co/vlvfJr4nN9 and we'll assist you.^NK",2017-10-28 17:53:44+00:00,2017-10-28 18:00:36+00:00,83,133
1379938,1379931,1379934,@AmazonHelp Please can you check the dm,@441236 Hello- We will respond via DM to avoid duplicate threads. Thanks. ^NV,2017-10-19 06:42:29+00:00,2017-10-19 06:46:03+00:00,39,77
2950850,2950849,2950851,@AmazonHelp I mean watching prime videos on the actual echo show,"@760503 Thank you for sharing this with us! To let our Echo team know what you'd like to see, please submit your feedback through the Alexa app as described here: https://t.co/FsJxpIlZis ^MB",2017-11-29 21:39:07+00:00,2017-11-29 21:57:00+00:00,64,190
43679,43678,43680,@AmazonHelp Muchas cosas de entrenamiento para running y accesorios de cama 😍 https://t.co/HzoSToeqwf,"@116874 ¡Qué emoción, Quirino! ¿Qué consejos nos das para alguien que quiere empezar a correr? 🤔^LC",2017-11-26 00:52:48+00:00,2017-11-26 01:03:26+00:00,101,99
1662614,1662623,1662628,@AmazonHelp No and You don’t put prices up after someone has made a purchase so please tell me when this item will be delivered I am sick of contacting,"@506978 As we're unable to view your account via Twitter,pls contact here:https://t.co/JzP7hlA23B so we can look into this.^KM",2017-11-06 10:39:21+00:00,2017-11-06 10:55:17+00:00,151,126
1203452,1203450,1203449,@AmazonHelp わざわざリプライまでいただき申し訳ないです(´；ω；`)予定日は過ぎていませんし、確約されていないのも承知で、それでも早く聴きたい気持ちを抑えられずに失礼なツイートをしてしまいました。こんなツイートに丁寧にリプライありがとうございます(´；ω；`)しばらくしたら削除しますね！,@402714 こちらこそ、わかりづらい点がありご不快な思いをおかけしてしまいましたことをお詫びいたします。お届けを心待ちにしているところ大変心苦しいところですが、今しばらくお待ちいただければと存じます。夜分の突然のリプライ失礼いたしました m(_ _)m HM,2017-10-25 13:43:07+00:00,2017-10-25 13:49:36+00:00,150,131
2881924,2881923,2881925,@AmazonHelp あ、てことは予約商品の場合待ってれば出荷日近くなればメールがくるんですね！ありがとうございます。・゜・(ノД`)・゜・。,"@799634 リプライありがとうございます！
はい、予約商品の場合、商品が入荷される発売日前後を目安にお支払い番号発行をお待ちいただければと存じます。
ご不明な点があれば、いつでもご遠慮なくお知らせくださいませ😀 HM",2017-11-28 11:06:17+00:00,2017-11-28 11:12:30+00:00,72,110
2542951,2542950,2542949,"@AmazonHelp Thanks for the prompt response.
Submitted the issue. Looking forward to the response asap.","@722960 Thank you for keeping us posted, Parul. We will have this checked and get back to you at the earliest. ^KS",2017-11-16 12:58:19+00:00,2017-11-16 13:03:00+00:00,102,114
2399195,2399183,2399184,@AmazonHelp Venez en dm svp,@389945 Vous allez recevoir une réponse desus dans quelques instants ! ^AR,2017-11-20 11:12:45+00:00,2017-11-20 11:17:30+00:00,27,74
1089230,1089232,1089233,@AmazonHelp This filter is not consistent. Try Bra or Lingerie for instance. Size is not part of the filters. It worked for men's shorts though. Tried it on the web using mobile phone.,"@376968 I understand your concern, I've noted your comments and have forwarded your feedback internally. ^BA",2017-11-11 17:48:37+00:00,2017-11-11 20:32:00+00:00,184,108
734040,734049,734050,"@AmazonHelp i had reverted u back with my reply at 11am today,still to get a solution for the misguidance by ur cc nd non delivery of item","@295644 Vivek, we've sent you an email. You can check your inbox here: https://t.co/8DAc10S7ww kindly take a look. ^MS",2017-10-13 12:50:38+00:00,2017-10-13 13:06:28+00:00,138,118
2017568,2017571,2017572,@AmazonHelp Ive sent you guys the details... looking forward for some actual relief,@596665 We have received your details. We'll work on it and get back to you with na update. 1/2 ^SB,2017-11-08 09:01:40+00:00,2017-11-08 09:15:01+00:00,83,99
215978,215976,215975,@AmazonHelp Wat apologies?? Ur seriously mood spoiler. Im happy to uninstall Ur app. N I Tel al ma frenz as well to uninstall it.,"@167356 I understand you're disappointed, Mihir. We'd like to help you. Please share your details through the link that was provided earlier for further assistance. Appreciate your understanding. ^NK",2017-11-22 12:53:57+00:00,2017-11-22 12:58:31+00:00,129,199
2299308,2299307,2299309,@AmazonHelp Package was delivered to incorrect house on my street when my house number is correct on my amazon account.,@667388 Please reach out to us here: https://t.co/hApLpMlfHN so we can look into available options with you. We'd like to help! ^ZW,2017-11-12 15:46:05+00:00,2017-11-12 16:04:00+00:00,119,131
1706257,1706256,1706258,@AmazonHelp Just filled in the details though not sure why it pointed to an amazon.in page. Waiting to see if I get any traction... thanks,"@517122 Thanks for that, Soniya. We'll check and get back to you with an update shortly. Appreciate your patience.^HS",2017-11-07 00:51:20+00:00,2017-11-07 01:00:00+00:00,138,117
1217458,1217483,1217485,@AmazonHelp As i am not going to use @115850 anymore i want money in my credit card and not in amazon pay balance (2/2) #BoycottAmazon,@405683 Kindly reply to the email you've received for any further assistance on this issue.  ^RI,2017-10-26 12:54:12+00:00,2017-10-26 13:10:00+00:00,134,96
745046,745042,745044,"@AmazonHelp Done, looking forward to an update/contact.",@298106 I can confirm we've received your information! We will be in touch shortly. ^MT,2017-10-11 16:38:36+00:00,2017-10-11 16:43:38+00:00,55,87
856638,856636,856639,@AmazonHelp These two orders were OnTrac. Your customer rep couldn't even get them on the phone.,"@323434 Thanks for the information! Have you attempted to contact the carrier? If so, what options were provided? ^VB",2017-10-20 17:01:42+00:00,2017-10-20 17:11:01+00:00,96,117
249941,249936,249938,"@AmazonHelp Yes, but support team not solve the issue. Kindly give me your nodal officers contact no.",@175393 We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly.^CB,2017-10-05 17:44:53+00:00,2017-10-05 17:59:25+00:00,101,130
1865154,1865156,1865157,@AmazonHelp The link is useless I want someone to contact me on my registered number immediately,@557239 You may request an immediate call from our support team using the link shared. Do you see any error while accessing it? ^HK,2017-10-18 08:52:35+00:00,2017-10-18 09:23:27+00:00,96,131
1127216,1127225,1127226,@AmazonHelp 24th October. Today,@385774 Delivery can take place up until 9pm tonight. Please let us know if the order is not with you by this time. ^NV,2017-10-24 11:45:32+00:00,2017-10-24 11:48:26+00:00,31,119
660343,660341,660340,@AmazonHelp わざわざ、リプありがとうございます🍀,"@277292 こちらこそいつもAmazonをご利用いただきありがとうございます！
本日も素敵な一日をお過ごしください😊🍀　MH",2017-11-23 00:12:45+00:00,2017-11-23 00:24:35+00:00,30,64
244618,706788,706786,@AmazonHelp thank you so much that you replied,@286488 It's always a pleasure to help . ^CB,2017-10-10 19:29:18+00:00,2017-10-10 19:43:46+00:00,46,44
1128096,1128081,1128080,"@AmazonHelp hi, they advised to send it and after amazon receive it, Im to contact again to get postage refunded fully. sent via parcelforce as cheapest","@258142 Ok, thanks. ^KM",2017-10-24 10:44:41+00:00,2017-10-24 10:47:35+00:00,152,23
2933557,2933553,2933555,"@AmazonHelp Today is day 2. And with a 13 hour time difference I doubt they will be responding today. When I was first contacted by them they responded right away.. now all I  receive are automated replies of ""we are not in the office""","@800695 Thanks for confirming, please keep us updated on this. ^JJ",2017-11-29 09:44:10+00:00,2017-11-29 09:47:29+00:00,235,66
2753546,2753544,2753548,@AmazonHelp how much time will you show off in public that you care about customer's issue but reality is something different I had provided the details of my issue approximately 100 times,@752099 Apologies for the hassle you had. We have received your details and we will get back to you at the earliest. ^JS,2017-11-21 02:19:50+00:00,2017-11-21 02:44:00+00:00,188,120
69821,69794,69792,@AmazonHelp I am busy now . By Saturday if don't get replacement product! I will share the entire incident in all major platforms.so that people aware about fake product sold at Amazon,"@131812 We would be happy to review the situation. Do write back to our correspondence, if you want to add an insight. We will cross-check it for you. ^CB",2017-11-30 09:27:49+00:00,2017-11-30 09:42:40+00:00,184,154
155137,155139,155140,@AmazonHelp No it was never escalated... I was passed on to customer service agents in different areas with no resolution and I'm hoping you can help escalate the issue to the right technical experts. Thanks again.,"@151578 Just a few clarifying questions: Are you able to view your orders, after signing in: https://t.co/Y5jpI9gRhE? Or is this more of the same sign-in trouble you've experienced for music? Have there been any e-mails sent to you since the last time you've streamed music? ^ST",2017-11-24 21:19:06+00:00,2017-11-24 21:37:30+00:00,214,278
674261,674256,674258,@AmazonHelp I’ve spoken to customer services and just keep getting told to wait 4-6 weeks for my money back! I’ll never use amazon again it’s a joke!,"@243944 Sorry to hear that, Barry. Returns can often take a little longer to be processed and for your refund to be issued. We'll keep you updated and appreciate your patience so far.^TI",2017-11-23 10:25:18+00:00,2017-11-23 10:41:55+00:00,149,186
2710381,2710383,2710384,"@AmazonHelp Ok so when I try to do that I can't as it looks like you rep has closed my account before I have returned the item (again at my own cost - for the incorrect, faulty item no less) is this some sort of joke? I thought my account would be open till the return was done",@761046 You can choose 'skip sign in' at the link that ^AZ provided to provide details without logging in. ^JF,2017-11-26 23:58:36+00:00,2017-11-27 00:03:00+00:00,277,110
1919965,1919970,1919971,"@AmazonHelp Si,he hablado con ellos y me han dicho que han puesto una incidencia a Correos Express",@571586 Entiendo. ¿Te indicaron un tiempo estimado de respuesta de @137605? ^LG,2017-10-18 16:22:02+00:00,2017-10-18 16:57:47+00:00,98,79
306170,306172,306173,"@AmazonHelp The person said they put in a ""Compromised Account"" form and put a hold on the account and said I'd hear back in 24-48 hours.","@189097 Thanks, Miranda! Please keep an eye out for that e-mail from one of our Account Specialists! ^ML",2017-10-06 23:34:47+00:00,2017-10-06 23:42:28+00:00,137,104
2852218,2852217,2852219,"@AmazonHelp Latest update is that it’s “now expected today”, but the last tracking update is from Sunday. I’m getting on a flight this evening, and wanted this package specifically for that. I can DM the tracking number if that would be helpful.","@793002 I understand that you need the expected package for your trip. We don't have access to your order or account via Twitter, but want a team member to look into this with you and provide more details. Please choose the phone option here: https://t.co/hApLpMlfHN  ^SE",2017-11-28 23:44:17+00:00,2017-11-29 00:00:32+00:00,245,271
22579,22581,22582,@AmazonHelp Every time new person send me mail &amp; only give me assurance to resolve problem nothing apart from this,@120933 I get your disappointment. Request you to reply to the email sent by our social media team and we will respond on the same. ^GK,2017-11-01 10:02:29+00:00,2017-11-01 10:10:00+00:00,118,135
1346549,1346547,1346545,@AmazonHelp It's still showing as out for delivery &amp; arriving today! Very weird.,"@434009 We'd like to speak with you directly about this situation, please contact us via phone or chat:  https://t.co/JzP7hlA23B ^MW",2017-10-27 17:09:39+00:00,2017-10-27 17:14:33+00:00,84,132
21971,21970,21968,@AmazonHelp Grata. Procuro parceria para divulgar pq meus leitores não tem costume de ler ebook. Se tem como anunciar os livros ou divulgar via Amazon,"@120782 Anna Lou, você pode também entrar em contato com o departamento de R. P utilizando este link: https://t.co/4x5oTTr6Zb. ^VM",2017-11-01 07:50:51+00:00,2017-11-01 08:00:34+00:00,150,130
1263074,1263076,1263077,@AmazonHelp Weil ICH ab morgen erstmal im Urlaub bin 😓,"@415814 Wenn du magst, dann prüfen die Kollegen gerne, ob sie es noch für dich stornieren können: https://t.co/dDmBEPionb ^MS",2017-10-26 11:32:42+00:00,2017-10-26 11:37:00+00:00,54,125
702897,702896,702898,@AmazonHelp Is there anything that the Phillips home hub can control that the echo plus can’t?,@287893 The hub included in the Echo plus is a ZigBee smart home hub. There is a lot of information online about ZigBee but essentially Phillips (and a lot of other smart home manufacturers) use this tech for their connections. ^MI,2017-11-23 17:28:24+00:00,2017-11-23 17:47:28+00:00,94,231
551920,551919,551921,@AmazonHelp J'ai reçu une  veste très petite et qui ressemble pas vraiment à l'image. Du coup j'ai demandé un remboursement et j'attends l'accord. Sauf que le vendeur me propose 15€ pour tout annuler. Et me dis que les frais de port pourraient être important.,"@248648 Vous êtes tout à fait en droit de retourner l’article au vendeur. Il vous a fait une proposition que vous pouvez refuser. Je vous conseille de lui répondre directement en lui indiquant que vous optez pour un retour contre un remboursement.
^MD",2017-12-02 19:37:53+00:00,2017-12-02 19:46:00+00:00,259,251
676124,676123,676125,@AmazonHelp Wow was not expecting a reply let alone so quick. Thank you for that 😀,"@281283 No problem, Matt! If you have any other concerns or questions please reach out. We're always here to help! ^TH",2017-11-23 11:35:03+00:00,2017-11-23 11:42:29+00:00,82,118
1354489,1354491,1354492,@AmazonHelp The tracking says arriving today however the date at the bottom changed to today this morning otherwise tracking hasn't changed,@435865 I'm sorry you didn't receive this yesterday! Please let us know if you don't get this by 21:00 today. ^TK,2017-10-27 19:15:14+00:00,2017-10-27 19:20:28+00:00,139,113
1840595,1840600,1840601,@AmazonHelp I got d package delivered now...thnx,@551612 Thanks a bunch for keeping us posted. It was much appreciated. ^CB,2017-10-18 10:19:30+00:00,2017-10-18 10:26:00+00:00,48,74
951974,951972,951975,@AmazonHelp No wonder my last package got “lost”,"@345839 Thanks for bringing this to our attention. Looking on the package, does it state who the carrier was that delivered it? ^GG",2017-10-14 01:49:08+00:00,2017-10-14 02:01:28+00:00,48,131
2212174,2212173,2212171,@AmazonHelp Hope I will get a gift MiMix as a gift :P,"@646539 We don't have a bug bounty program. However, we'll have this forwarded internally to our team. ^GK",2017-11-10 04:20:57+00:00,2017-11-10 04:53:31+00:00,53,106
351488,351504,351508,"@AmazonHelp - this is large Appliance (fridge) , whenever had a conversation with Amazon help desk, the same not put in email apart from ack","@199613 We'd like to look into this, Prasad. Kindly share your details in the link provided to you earlier. We'll get back to you. ^HD",2017-10-16 20:46:25+00:00,2017-10-16 20:50:27+00:00,140,134
348045,439699,439700,@AmazonHelp I have reverted on that email but email failed. Means share correct email address where i need to share card statement,@215662 Please try replying to that email. They'll get back to you. 2/2 ^OS,2017-10-11 12:22:34+00:00,2017-10-11 12:49:00+00:00,130,75
898764,898749,898748,"@AmazonHelp Why u try to manipulate my decision. I filled that form 2 times &amp; still u r not able to track order. 
Call me on no. mentioned in form","@333405 As mentioned, we've received your details and are currently working on your issue. We'll contact you soon. Kindly wait. ^ZH",2017-10-16 07:10:36+00:00,2017-10-16 07:20:00+00:00,150,131
572416,572418,572419,@AmazonHelp Thank You!,"@254497 You're welcome. Please don't hesitate to post back if you have any other questions or concerns. Keep us in the loop! In the meantime, I hope you take care and have a great week!   ^JP",2017-12-03 05:15:31+00:00,2017-12-03 05:17:27+00:00,22,191
313842,313856,313857,@AmazonHelp You’ve taken my prime money though,@190939 Hi Paul- Are you referring to a Prime subscription? ^NV,2017-10-07 06:45:24+00:00,2017-10-07 06:52:27+00:00,46,63
954133,954138,954139,@AmazonHelp Nothing is working. I have already written a message. I am fed up now.,@346397 share your details in the link provided and we'll help you. (2/2)^SQ,2017-10-21 22:36:17+00:00,2017-10-21 22:57:00+00:00,82,76
1873928,1873927,1873929,"@AmazonHelp Yes, I got told 24 hours, then promised an hour since I needed next day. It is now 36 hours and no response.",@559457 Have you checked the spam/junk folders of your emails for an email from the account specialists? ^JJ,2017-10-18 09:18:06+00:00,2017-10-18 09:38:50+00:00,120,108
2958541,2958540,2958542,"@AmazonHelp Hi there, nothing existing. I sent another message to the seller &amp; got a copy in my email.",@816566 We'd like to look into this with you. Please reach us here:  https://t.co/hApLpMlfHN ^AG,2017-11-29 21:19:42+00:00,2017-11-29 21:29:32+00:00,106,96
2599513,2599507,2599504,"@AmazonHelp Vous servez à quoi alors? Excusez moi de vous poser la question mais c'est à se demander si vous n'êtes pas juste payer pour répondre au tweet des gens mécontent de vos services. Allez bien vous faire mettre avec tout le respect qu'on vous doit. 
Merci de votre compréhension.^VN","@735904 N'ayant pas accès à votre compte client depuis Twitter, vous pouvez joindre notre service client pour toute demande relative à votre commande s'il vous plaît. ^SA",2017-11-17 09:34:48+00:00,2017-11-17 09:56:28+00:00,291,170
665249,665247,665246,@AmazonHelp Hi! Oh I ordered it this morning! Thank you x,"@278536 Tickets will be sent 7 days before an event. If you haven't received them 5 days before, contact us: https://t.co/AunXwc3emh ^AF",2017-10-13 16:48:23+00:00,2017-10-13 17:18:07+00:00,57,136
2608074,2608073,2608075,"@AmazonHelp Ich hab mich mittlerweile so an Alexa gewöhnt...
Manchmal sitze ich sogar im Auto und frag Alexa irgendwas. 😅",@202605 Das nennt man LIEBE! &lt;3 ^MF,2017-11-25 23:47:40+00:00,2017-11-25 23:56:00+00:00,121,38
348657,348676,348679,@AmazonHelp contact me on this no 09101222439,"@198997 Since Facebook is a Social Media platform, we'd not be able to check/access your account. Kindly drop in your 1/2 ^EM",2017-10-29 11:07:44+00:00,2017-10-29 11:19:00+00:00,45,125
371423,371425,371426,@AmazonHelp I’ve redeemed a us code to an account but need it to be in GBP not dollars.. how can I convert ?,"@142190 I'm sorry, this isn't an available option. You can only spend gift cards in the market that they were purchased for. ^HC",2017-10-08 23:28:08+00:00,2017-10-08 23:40:00+00:00,108,128
2061313,2061315,2061317,@AmazonHelp Tracking number TBA494204010000,"@596704 We'd like to investigate this on your behalf. When you have a moment, send us your info here: https://t.co/dN09SNDTj4 ^JA",2017-10-19 01:19:57+00:00,2017-10-19 01:23:01+00:00,43,129
227018,227017,227019,@AmazonHelp Spot the difference for being not happy https://t.co/wRq2ZHJDGm,@170156 and our efforts to offer you the lowest price may result in fluctuations in our prices over time.  2/2 ^NK,2017-10-05 14:05:13+00:00,2017-10-05 14:21:56+00:00,75,114
319728,319737,319738,"@AmazonHelp Done so already, point of this exchange was that I didn't hear back. Last contact was 5/10. Have sent again.  Annoyed with delayed response.",@162009 How did you contact us? I suggest contacting by phone or chat for a faster response. ^JJ,2017-10-07 12:24:19+00:00,2017-10-07 12:29:26+00:00,152,96
1312443,1312435,1312436,@AmazonHelp all mail told me for refund i wnt to clear that i only wnt my prdct which i ordrd frm amzn nt frm seller i dont knw seller hv prdct or nt ok,@305710 I get your concern. Please reply to the email you received and we'll get back to you soon. ^PS,2017-10-28 04:06:30+00:00,2017-10-28 04:26:00+00:00,152,102
972754,972758,972759,@AmazonHelp Your team promised me I will get my product by 9pm today but I didn't got yet. Why you people are cheating coustmers like this,@119796 Sorry about the delay in delivery. Please reply to the email sent to you by our social media specialist. ^HA,2017-10-22 16:12:33+00:00,2017-10-22 16:24:33+00:00,138,116
2702024,2702020,2702022,@AmazonHelp Black,"@237920 I understand your concern! Sometimes the confirmation e-mail will show the main picture from the detail page. If your order shows Black, then you will receive Black. Please keep us updated on the status of your order! ^AR",2017-11-19 21:25:05+00:00,2017-11-19 21:30:00+00:00,17,229
528222,528201,528199,@AmazonHelp The request was made on 21 of the British Amazon and was in the case of the availability of the Nespresso number of the application number 26-1195607-7251552 and the amount is available in Visa now and the amount has not been deducted and has not been shipped to Saudi Arabia when,"@242290 I'm sorry about all the issues you are experiencing. We are not able to see your account details here on Twitter, I'd ask you to contact us here again: https://t.co/JzP7hlRCV9 as we'll need to take further actions on your order.^MA",2017-12-02 08:37:28+00:00,2017-12-02 08:53:53+00:00,292,239
873734,873732,873731,@AmazonHelp You people paly with the emotion of your customers. It was a gift for 3 years old child. How can you cancel without info,@327440 I'm sorry for this experience. We will consider this instance as feedback and ensure to pass it on internally. ^RW,2017-10-18 05:18:17+00:00,2017-10-18 05:30:28+00:00,132,122
602267,602261,602263,"@AmazonHelp I only tweeted about it, so there’s no case number. It happens on my iPad as well, and it’s been happening for about a month now.","@262962 Austin, have you had any issues signing in to your account via computer? I see you performed a recent update on your phone/iPad, have you tried clearing your cache/cookies, uninstalling the app, and reinstalling it to see if that works? ^SY",2017-12-03 22:09:15+00:00,2017-12-03 22:17:55+00:00,141,248
93626,93625,93627,@AmazonHelp Haven't seen even 1 till date sir,@136292 We have made a note of your recommendation. We'll work on it internally . ^CB,2017-11-30 16:32:28+00:00,2017-11-30 16:50:28+00:00,45,85
943561,943560,943564,@AmazonHelp My contact Num is 9810666443!! Correct your follies!! DONT ASK ME TO FILL OUT FORMS FOR YOUR POOR OPERATIONS! #amazon #india #news #stupid,"@343714 Apologies! This being a public platform, we wouldn't be able to check your order/ account related info. (1/3) ^SV",2017-10-21 16:34:01+00:00,2017-10-21 16:50:29+00:00,150,121
843370,843372,843373,"@AmazonHelp I do not know how to see that, my emails just say delivery by amazon shipping","@320554 Can I ask, have you received an update regarding this delay via email please? Please check your spam/junk folder, as it may have been directed there.^GA",2017-11-25 10:33:26+00:00,2017-11-25 10:38:56+00:00,89,160
2777378,2777376,2777374,"@AmazonHelp Mostly UPS. But I don't think it's just them. The leaving it in the leaves, and saying it was handed to us, maybe. But things ordered on prime that show up a week late, or not at all. New in past few months. It's become a joke in our house about whether we'll actually get orders.","@775972 When these issues arise, please be sure to reach us via phone or chat so we can submit carrier feedback and look into other available options with you. If you haven't done so already, we can be contacted here: https://t.co/hApLpMlfHN ^CS",2017-11-21 15:49:01+00:00,2017-11-21 15:54:00+00:00,292,245
898196,898198,898199,@AmazonHelp OnTrac,@167307 Please let us know if you haven't received your order by the 24th. ^GG,2017-10-21 04:20:12+00:00,2017-10-21 04:32:54+00:00,18,78
1127216,1127213,1127217,"@AmazonHelp Total inconvenience, can only offer apology despite failing to honour your guaranteed delivery dates. #amazonareajoke",@385774 I understand how frustrating this is. Can you tell us what the most recent tracking info is showing? https://t.co/aaDyEz1VgE ^AL,2017-10-24 10:49:12+00:00,2017-10-24 11:09:34+00:00,129,136
206053,206038,206040,"@AmazonHelp Yes. Several times over. No help at all. Like I said, I get canned responses. Here's a pic from 3 days ago https://t.co/D5IgSqotoG","@164797 Thank you for confirming. As informed to you in the email, our team will get back to you as soon as we have an update. ^MP",2017-11-06 13:36:45+00:00,2017-11-06 14:03:01+00:00,142,130
380991,380989,380988,"@AmazonHelp Non, mais on me dit que le paiement est décliné car mes coordonnées bancaires sont inexactes alors que si?","@206355 Pour de plus amples vérifications à ce sujet, je vous invite à joindre notre SAV s'il vous plaît via: https://t.co/hgIrz98cdI",2017-10-09 09:40:11+00:00,2017-10-09 09:43:51+00:00,118,133
1868912,1868911,1868913,@AmazonHelp from a seller called posted2u - they’ve refused to give me a refund so i’m not sure where to go from here!,@558233 You can file an A-to-z Claim here: https://t.co/CVvkRIT4jl if you are not happy with the seller's decision. ^RL,2017-10-18 09:20:49+00:00,2017-10-18 09:42:00+00:00,118,119
167961,167959,167958,"@AmazonHelp Tá tudo ok , fiz ele hoje !! 😉","@138654 Sidney, o que você comprou no nosso site?. Ficamos curiosos. 🤔😃 ^NB",2017-11-24 20:52:26+00:00,2017-11-24 20:57:03+00:00,42,75
2522296,2522302,2522303,"@AmazonHelp These emails are coming from ""__email__."" If I reply to these emails, am I reaching a specialist or is it a generic email?","@718360 Yes, you can reply to that e-mail address and it will go to our Account Specialists. Please give them up to 24 hours to respond. ^AM",2017-11-19 02:59:52+00:00,2017-11-19 03:05:00+00:00,134,140
522590,522589,522591,@AmazonHelp Already did. Waiting for your response. Thank you!,@240710 Thank you for sharing your details. We've received them and will get back to you with an  update. ^AU,2017-12-02 05:19:12+00:00,2017-12-02 05:30:00+00:00,62,109
1045003,1045002,1045004,@AmazonHelp I can't because it only gives me returns and I don't want to return it. I want money off my order as it's not new as advertised.,"@367065 Apologies, have you been in touch? If not, please reach out - https://t.co/JzP7hlA23B we'll be happy look into your concern^TP",2017-10-23 10:06:40+00:00,2017-10-23 10:16:25+00:00,140,134
2139736,2139735,2139737,@AmazonHelp Vendido por un vendedor externo pero la entrega es a cargo de Amazon Logistics. Aún no ha llegado.,"@629282 Sentimos lo sucedido David, por favor contáctanos para verificar lo sucedido: https://t.co/3VUNgKvI9r ^JD",2017-11-09 06:56:19+00:00,2017-11-09 06:59:25+00:00,110,113
2760352,2760345,2760348,@AmazonHelp Not help your customers care agent.,"@772351 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2 ^SY",2017-11-21 05:25:51+00:00,2017-11-21 05:44:00+00:00,47,134
