example_id,customer_message,actual_intent,top_similarity,top_match
128,"@AmazonHelp ""Alexa, What's the weather like"" 
""Currently in Kozhikode, Kansas, it is..."" for fuck's sake, I live in Kozhikode but Kozhikode is NOT in Kansas. Is Alexa actually intelligent? You tell me @115850. She's your kid.",DEVICE,0.7283951640129089,"@AmazonHelp Okay, can you guys hold a meeting &amp; suggest you STOP treating customers like IDIOTS? Your default should NOT be ""are you too stupid to know your own location"". Okay? FFS. I know my own damn location."
129,@AmazonHelp Is there a way to find out if my package has been lost? There hasn’t been an update on it since early Sunday.,PACKAGE_NOT_RECEIVED,0.8674020171165466,"@AmazonHelp In the back of my mind, I'm thinking they may have lost the package."
130,"@AmazonHelp Guideline says I should not be directly or indirectly associated with product as in biased comment, which am satisfying. Then why not allow?",FEEDBACK,0.7244717478752136,@AmazonHelp What good would this do? Already been told a few times today by your staff that I do not matter and this is not a big deal to your company.
131,@AmazonHelp D'accord merci,RESOLUTION_CONFIRMATION,0.887284517288208,@AmazonHelp D’accord merci beaucoup
132,"@AmazonHelp It SAID same day, but then it said it would send me confirmation, and when I got the confirmation it said Nov 5th.",DELIVERY_TRACKING,0.8371248245239258,@AmazonHelp When I was shopping for the item (on Monday) it said have this item by 11/29. After order completion it gave me a date of Dec1. 🤔
133,@AmazonHelp Thanks!,RESOLUTION_CONFIRMATION,0.9620009660720825,@AmazonHelp Thanks !! For Helping
134,@AmazonHelp Why am I not surprised this still is unresolved,CUSTOMER_SERVICE,0.8912910223007202,"@AmazonHelp The details were shared as requested. But, still unresolved."
135,@AmazonHelp Enough of this nuisance!! Its been 8 months since my money is not refunded and even now i just got an email on 30th oct syaing the matter,REFUND,0.8457126617431641,@AmazonHelp Still not got refund while it's showing refund issued on 29 SEP registered email __email__ https://t.co/fHf3y3vFV6
136,@AmazonHelp Expédié par un vendeur tiers je crois,SELLER,0.8599467873573303,@AmazonHelp oui plusieurs fois.
137,"@AmazonHelp Video stutters, no audio and video freezing. Pause for a couple sec &amp; fine for another 20m. I'm on gig internet hardwired tv.",DEVICE,0.7659948468208313,"@AmazonHelp Just says video cannot play please try again in a few mins. Been happening for a few days, other apps working! 💔"
138,@AmazonHelp Yes.,INSUFFICIENT_CONTEXT,0.8835704326629639,@AmazonHelp Yes https://t.co/zxG6d9mJeQ
139,"@AmazonHelp Yes Sir,I reported,they assured me too 4 d return &amp;said pickup agent vl contact U but nothing done.",RETURN,0.7920761108398438,"@AmazonHelp I returned one product, which was picked up by Amazon's representative on 20th October, but still no replacement/refund."
140,@AmazonHelp Yup 😢 I cancelled the order now,ORDER_CANCELLATION,0.910619854927063,@AmazonHelp Just now! I gave you the benefit of the doubt but I have now cancelled the order.
141,@AmazonHelp I still have not received my codes. Pre ordered back in April.,OTHER,0.8053790926933289,@AmazonHelp haven’t received any yet
142,@AmazonHelp J'ai reçu ce mail ce matin malgré avoir annoncé que j'avais bien reçu la commande. 😬À qui dois-je répondre ? https://t.co/RS1HNVHdDE,OTHER,0.8716246485710144,@AmazonHelp Que j'avais commandé le produit en avance avec Amazon Prime et en un jour ouvré je viens d'avoir un mail et un appel du sav
143,@AmazonHelp Werde ich mal machen... Danke,RESOLUTION_CONFIRMATION,0.9444113373756409,"@AmazonHelp Herzlichen Dank, das mache ich."
144,@AmazonHelp We still have not heard back yet from you regarding this fraud case. An amazon vendor is using our name and address and we are receiving multiple amazon return items to our home. This needs to stop immediately. @115821 @115851,ACCOUNT,0.8256357908248901,"@AmazonHelp Have done this process 20 times in 15 days, no one calls. Its big fraud. Get someone to https://t.co/9KB3YJXyo9 7744012286"
145,"@AmazonHelp Sirji , i have already did that , but even tortoise can walk faster than the resolution process of Amzon , check my history via my number @109028, no need to delete this tweet ..",CUSTOMER_SERVICE,0.7719628810882568,@AmazonHelp I want a reply on Twitter. I will not let you get away easy.
146,@AmazonHelp Non c'était pas prévu il me semble. Comme elle est USB c je me suis dit qu'ils mettraient directement le câble plutôt qu'un usb normal,PRODUCT_INFORMATION,0.8445850610733032,@AmazonHelp Ça ne m'aide pas vraiment
147,@AmazonHelp Ok thank you,RESOLUTION_CONFIRMATION,0.9344252943992615,@AmazonHelp Thank you for quick response
148,"@AmazonHelp I just gave you the tracking number. Go to your data base, not Twitter, and hunt the damn thing down. I pay Prime. I expect Prime service",DELIVERY_PROBLEM,0.786335825920105,@AmazonHelp If I don't provide u the tracking no how will u track it...
149,@AmazonHelp Just re-ordered with another email address and now that account has been immediately locked,ACCOUNT,0.8020148873329163,"@AmazonHelp Dear Amazon, my account is locked, I'm not able to contact with account. Atleast when account is locked, you should provide access to HELP."
150,@AmazonHelp Please share the escalation matrix.,CUSTOMER_SERVICE,0.9068917036056519,@AmazonHelp Thanks. Can you please help me with escalation matrix of your organization.
151,@AmazonHelp I have already sent a mail yesterday at 9pm &amp; called customer care but no response as of now. Marked mail to Jeff also.#fraud,ACCOUNT,0.8319032192230225,"@AmazonHelp There is no correspondence in last 24 hrs, are you kidding me. This is just harassment of customer @115851"
152,@AmazonHelp Merci,RESOLUTION_CONFIRMATION,0.8527493476867676,"@AmazonHelp J'espere oui 😅
Merci 👌"
153,@AmazonHelp Nope! 18-20th. Not acceptable,DELIVERY_TRACKING,0.7866352796554565,@AmazonHelp i  have already esclated the issue over there in my profile but was given a date of 24th by 8pm but same has not been done.so now what u say
154,@AmazonHelp Still waiting,CUSTOMER_SERVICE,0.9123223423957825,@AmazonHelp Waiting waiting .....😴😴😴😥
155,@AmazonHelp The delivery date was supposed to be today,DELIVERY_DELAY,0.886317789554596,@AmazonHelp Allegedly arriving today. Was meant to be arriving yesterday.
156,@AmazonHelp i dont have any fax service in my town and u ppl r crazy,ACCOUNT,0.7956593036651611,@AmazonHelp Yes but it's asking for a fax and that I can't do that in only 15
157,"@AmazonHelp #unprofessional order id # 
403-7503264-7181114,403-8300003-6354735,403-5491238-8117144",CUSTOMER_SERVICE,0.8368002772331238,@AmazonHelp Order ID 402-9016349-9673957. Call back +91 90085 67968
158,@AmazonHelp Yes iv done everything iv just sent you a full message now ..,PACKAGE_NOT_RECEIVED,0.8485928773880005,@AmazonHelp I've sent an email now.
159,"@AmazonHelp わかりますが、同じ表品を2セットで別はやっぱり嫌です…
開けると「入るやん」って思ってしまいますし…
でも、わざわざありがとうございます😊",FEEDBACK,0.8972034454345703,@AmazonHelp わざわざリプありがとうございます！楽しみに待ってます(๑˃̵ᴗ˂̵)
160,@AmazonHelp It's on Amazon.in but transaction has been made on .uk,PAYMENT,0.8200793266296387,@AmazonHelp I'm not sure is it UK. Here's the link: https://t.co/qwmzl3TbRN
161,@AmazonHelp Why false assurances then,CUSTOMER_SERVICE,0.8190870881080627,@AmazonHelp All the concerns are unanswered
162,@AmazonHelp Call me option is not working. PL call back,CUSTOMER_SERVICE,0.8663507699966431,@AmazonHelp If you want to call me DM me
163,"@AmazonHelp There's nothing written but the title of the book, but i did pay the price listed for the hardcover book",PRODUCT_INFORMATION,0.7151418924331665,@AmazonHelp It was shipped by Amazon. I filled out the form and hopefully I’ll see the book I ordered by Wednesday?
164,"@AmazonHelp Done
Let's see how responsive Amazon.in is",CUSTOMER_SERVICE,0.8586762547492981,@AmazonHelp Done. I await a swift response.
165,@AmazonHelp I have no contact information. They did not leave a card. I have tweeted them and they have not responded.,DELIVERY_PROBLEM,0.8393155336380005,@AmazonHelp No contact yet. No solution yet by @115850 - shows their casual approach.
166,"@AmazonHelp Tomorrow (19/10). Still says ""Preparing for Dispatch"", can't believe will be delivered on time if it hasn't been dispatched yet",ORDER_DISPATCH,0.8448447585105896,@AmazonHelp Not dispatched and delivery date pending. Yesterday it looked like it was gonna come today. Maybe not enough stock for pre-order amount?
167,"@AmazonHelp This link is not opening either, page can't be loaded error is getting displayed",WEBSITE_OR_APP,0.8594116568565369,@AmazonHelp Your link is not working
168,"@AmazonHelp thank you! Me too, my co worker loves wine and has cats so I figured this would be perfect for her. Any way for a replacement? I logged into my app and don’t see anything thx",OTHER,0.7147598266601562,"@AmazonHelp I haven’t a clue what you mean 😂 but it’s arrived, my cat is happy his food has arrived and thank you for you help! Have a good evening!"
169,@AmazonHelp I am using website. The problem is present on just chrome browser. While it works fine in Firefox. Works fine in chrome on mobile as well. I am using chrome Version 62.0.3202.94 (Official Build) (64-bit) on desktop.,WEBSITE_OR_APP,0.7749130725860596,@AmazonHelp You should have figured it by now I am using app and trying to do it from app. It's not on a browser.
170,@AmazonHelp I’ve tried it on both the app and the desktop site and both have done the same thing,WEBSITE_OR_APP,0.8368868231773376,@AmazonHelp I have done all this but it still does not seem to work
171,@AmazonHelp i did..no one called,CUSTOMER_SERVICE,0.8739410638809204,@AmazonHelp I replied but nobody contacted me thereafter
172,"@AmazonHelp No call no msg,,, what a fantastic response... Total failure of APNI DUKAAN??",CUSTOMER_SERVICE,0.7645245790481567,"@AmazonHelp no attampt, no call, then also received message.. if u cant deliver, dont send msg like this @115851 sir.. what can i do https://t.co/oTgSB7bIcn"
173,"@AmazonHelp I have the ""Amazon Echo, Black (previous generation)"" 
I have seen other @119038 streamers use it on there live streams to play music and would like to know how.",DEVICE,0.759000837802887,@AmazonHelp The Echo DOT is just saying that it cant play music. Playstation 4 Prime-Video-App says connection issue - using German Amazon.
174,@AmazonHelp Amazon EU.,CUSTOMER_SERVICE,0.866805911064148,@AmazonHelp https://t.co/sHYPf1qgmX but I am eu
175,@AmazonHelp I used @145869 and it’s showing the seller to be https://t.co/eFW8uDgHVP LLC,SELLER,0.7732031345367432,@AmazonHelp It says Amazon. https://t.co/6QRY017qoa
176,@AmazonHelp Lp Collect,DELIVERY_PROBLEM,0.7604665756225586,"@AmazonHelp transporteur Lp collect, avez vous besoin d'autre chose?"
177,"@AmazonHelp I’ve already reached out to them and all I was told was that if they can’t try again and deliver it today, I’ll be given a refund.",DELIVERY_PROBLEM,0.8634258508682251,@AmazonHelp @AmazonHelp I have called them up. They offered a refund. You do realise I can't gift my friend a refund. I need the product by today.
178,"@AmazonHelp read tweet carefully and then reply ,package is in my city since early Thursday morning yet no sign of it getting delivered before Saturday😠",DELIVERY_DELAY,0.865885853767395,"@AmazonHelp @115850 No moment in package, and not being delivery despite of being in the destination city from tomorrow."
179,@AmazonHelp UPS.,DELIVERY_PROBLEM,0.81436687707901,@AmazonHelp 7 are USPS and two are UPS.
180,@AmazonHelp Celle du moment est la boutique lego!,CASUAL_ENGAGEMENT,0.8187943696975708,@AmazonHelp Je vais faire ça ! Merci !
181,@AmazonHelp I think its a fake . Still no winner list put at nowhere. What is the fact about one plus 5 contest of 9 th June 2017 winner list??,OTHER,0.7608173489570618,"@AmazonHelp Sorry its Red Tape quize, please give me the list of winners."
182,"@AmazonHelp Quero um Kindle, mas preciso de agora, adianta para mim 💜",PRODUCT_INFORMATION,0.8999123573303223,"@AmazonHelp perdi o meu primeiro kindle, agora que comprei outro pensei que os arquivos poderiam ser resgatados, por ser a mesma conta"
183,@AmazonHelp Both by sellers. One of the items has now changed and is due to be delivered today. The other still says waiting to be dispatched. Why does it matter if it's an Amazon item or a different seller?,ORDER_DISPATCH,0.8179330825805664,@AmazonHelp Two items are supposed to be delivered tomorrow but only one is on its way. Why hasn't the other one shipped?
184,"@AmazonHelp I’m aware of what two day shipping means. I’m also aware that the delivery date was supposed to be yesterday, and that I pay $99 per year and your response is ¯\_(ツ)_/¯",DELIVERY_DELAY,0.8463428616523743,@AmazonHelp They shipped yesterday (Wednesday) and won’t be here until Monday. I think our ideas of two day shipping is a bit different.
185,@AmazonHelp Hahahaha adorei! ❤️,CASUAL_ENGAGEMENT,0.8803079724311829,@AmazonHelp あ！わざわざありがとうございますっ🙇‍♀️
186,"@AmazonHelp Yes, and found it outside my door! But who knows if this note was even for me...",DELIVERY_PROBLEM,0.7872417569160461,"@AmazonHelp First time it’s been left outside my front door. Items are ok, just glad no one stole them"
187,"@AmazonHelp Thanks, I finally found the call option on the website and talk to a rep.",CUSTOMER_SERVICE,0.8416765332221985,@AmazonHelp If you want to call me DM me
188,@AmazonHelp Kaha kaha dalu yst I call u ur representative told me about cancelation mail received and fud process,ORDER_CANCELLATION,0.8128393888473511,"@AmazonHelp What do you mean, are you not aware of grabbing my Rs 34500/- and casually cancelling my order. What nonsense is going on. Send me a email."
189,"@AmazonHelp fui garimpando os novos do SK, além de outros que eu queria faz tempo (tá bem variado)! vcs ainda vão me levar à falência kkkk",CASUAL_ENGAGEMENT,0.8490250110626221,"@AmazonHelp Não diz isso :( kk vou rezar pra q sobre no estoque e vcs prolonguem até a próxima semana então, obg!"
190,@AmazonHelp I don't want return just keep the amount and let me aware the people,RETURN,0.8275647163391113,@AmazonHelp Now you guys want me to return everything and then I get my money back ?
191,@AmazonHelp Oui livraison en soirée impossible car le livreur refuse de rentrer dans l'immeuble (accord avec Amazon selon lui ) indiqué nulle part 1/2,DELIVERY_INSTRUCTIONS,0.8422463536262512,@AmazonHelp En cours de livraison depuis 7:30 ...
192,"@AmazonHelp Just says amazon shipping, other than that there no extra information on the order.",DELIVERY_TRACKING,0.8414512872695923,@AmazonHelp got nothing on that but here is my order# https://t.co/3eVRRZRIOJ
193,@AmazonHelp pcのみですか！タブレットではどうやっても無理…ですよね？,WEBSITE_OR_APP,0.9023460149765015,"@AmazonHelp そうなんですね！
わざわざありがとうございました。"
194,@AmazonHelp Yes all the items in my order are fulfilled by Amazon,SELLER,0.7926516532897949,@AmazonHelp Yes it’s my details on the label and everything was ordered fulfilled by amazon. I’m thinking someone may have put the wrong label on the boxes like it was a mix up
195,@AmazonHelp I have filled the form but i feels that your support going to bad day by day,CUSTOMER_SERVICE,0.824061393737793,"@AmazonHelp Filled the form I expect your response and support
Apart from this I have ordered three more products but now I am afraid that"
196,@AmazonHelp yet another delivery attempt fail. Was told an attempt was made but it wasn't. Been on w/ support for 1 hour.,DELIVERY_PROBLEM,0.8752099871635437,"@AmazonHelp Once again, there was not even an attempt at delivery yesterday. This is really amazingly poor service."
197,"@AmazonHelp All I get is an email saying they couldn't deliver. I've been on the phone with them three times about the first parcel, changed the delivery address, nothing has worked. I spoke with Amazon last night, but tried calling courier again today and can't get through.",DELIVERY_PROBLEM,0.8656986355781555,@AmazonHelp I just spoke to a rep -- they couldn't deliver the package.
198,@AmazonHelp Because I sent everything on Saturday and no email has been received,OTHER,0.8774052858352661,@AmazonHelp I didn't get any email.
199,"@AmazonHelp Thanks ! Hw much time does it take 2 reslv? Cn u share current status, I ws told it's goin 2 take 24-48hrs 2 resolve it, it's +6 dz nw !!!😤",CUSTOMER_SERVICE,0.8229549527168274,@AmazonHelp All details shared and also received that matter wud be solved in24 hrs. It's more than that now.
200,@AmazonHelp Ok it is usually good 🤗 just this time was off,FEEDBACK,0.7937088012695312,@AmazonHelp last time also the same thing happened
