conversation_id,customer_tweet_id,support_tweet_id,customer_message,support_response,customer_created_at,support_created_at,customer_length,support_length
2283447,2283446,2283448,"@AmazonHelp If I have to put in so much of time, I would rather go to the market nearby.","@663619 We apologize for the hassle, please share your details here: https://t.co/beaaDm0muc and we’ll contact you soon. ^SU",2017-11-11 14:10:38+00:00,2017-11-11 14:26:14+00:00,88,124
1680130,1680128,1680131,@AmazonHelp porque como muy pronto hasta mañana no lo voy a tener.,@197817 Puedes reportar la incidencia con nuestro Servicio al Cliente directamente: https://t.co/KyKcfqiS0j. ^KS,2017-11-06 15:54:43+00:00,2017-11-06 16:03:41+00:00,66,112
805583,805585,805586,"@AmazonHelp La cuenta la dirección de facturación no la recuerdo, no vivo en usa, y por eso me dijeron que no la podría recuperar, que abriera una nueva","@311963 Neo, por favor contacta a Soporte al Cliente para que puedan verificar las opciones disponibles: https://t.co/L2w4y1rThh. ^DA",2017-10-12 19:00:34+00:00,2017-10-12 19:03:31+00:00,152,133
373314,373322,373323,@AmazonHelp It suggested to contact customer service ^BC,"@204462 Thanks for confirming. Typically, late order arrive the next business day. Please keep us posted on the delivery. ^BH",2017-10-09 02:44:05+00:00,2017-10-09 03:46:24+00:00,56,125
987082,987136,987137,@AmazonHelp It was picked today. Thanku for the help.,@353904 Great! Glad to hear the product is picked up. Keep us posted If you have any further queries. ^BS,2017-10-14 13:29:20+00:00,2017-10-14 13:46:52+00:00,53,105
776074,776073,776075,@AmazonHelp Will I get refunded if I ordered something during my free trial but never used prime after that?,@305438 when did your free trial end? ^AS,2017-10-12 12:18:39+00:00,2017-10-12 12:36:00+00:00,108,41
345848,345852,345853,@AmazonHelp Amazonギフト券などでのお支払いは可能でしょうか？,@198307 お急ぎ便代金をAmazonギフト券でお支払ということですか？はい、可能でございます。なお、現在の注文内容の変更をご希望の場合は、こちらをご参照ください。https://t.co/eOuVJ0wCAw ET,2017-10-08 03:50:27+00:00,2017-10-08 03:58:29+00:00,39,110
1257980,1307661,1307662,@AmazonHelp I've already mailed you mannier times have I done a mistake paying you guys in advance.I am confused if I am the consumer or seller.,"@414784 I'm sorry for the stretch. If you've replied to the email sent by the Social Media team, you'd receive an update soon. ^EM",2017-10-27 04:19:32+00:00,2017-10-27 04:36:54+00:00,144,130
2472378,2472374,2472372,"@AmazonHelp I don't know if it's damaged. It wasn't there when I arrived home. Not surprising, seeing as it was just thrown in the garden. So, was this an ideal place to leave my parcel? I've been a prime member for over 2 years, not that it seems to make any difference.","@216638 I'm very sorry to hear your parcel was not left in the correct location and wasn't there when you got home. We'd like to look into this and available options with you. When you're available, please get in touch with us here: https://t.co/JzP7hlA23B ^TH",2017-11-15 12:21:23+00:00,2017-11-15 12:35:30+00:00,271,260
1843572,1843568,1843567,"@AmazonHelp Not really, lost my voice otherwise that would be an option.",@552383 Okay no worries. I think the chat option is not showing as your on the app. (Its showing for me on the website) Can you check on a computer instead see if your able to chat then? ^MI,2017-11-26 07:45:00+00:00,2017-11-26 07:49:00+00:00,72,190
421372,421571,421573,"@AmazonHelp Hello it was done and no use with it, had a about 40mins conversation with them!",@215401 The link provided above is different from the one provided earlier to that. Please fill the details in it and we'll revert. ^HA,2017-10-10 10:30:27+00:00,2017-10-10 10:49:27+00:00,92,135
2756034,2756032,2756030,@AmazonHelp I tried to fill out your form but what is the url thing? I can’t right click from my phone. Is this supposed to be user friendly??,@771371 Hey! Sorry to hear your having trouble with the link. When you are viewing our response on your phone a single tap on the link should open the page.  If you still cannot get that to work check Twitter from a desktop browser at your convenience. ^CH,2017-11-21 02:15:38+00:00,2017-11-21 02:27:30+00:00,142,256
735664,735658,735660,"@AmazonHelp En lo que va de año, 8 para mí (normalmente con varias cosas en el mismo pedido) y varios para familiares ☺️","@295985 2/2 también, por favor, utilizando este enlace: https://t.co/3VbbUbYsSx. ^VM",2017-10-29 08:30:29+00:00,2017-10-29 10:08:02+00:00,120,84
1311548,1311557,1311558,"@AmazonHelp It's been more than three hours! Will i get any update or i have to tweet you several time??? I ordered on 15th oct, very unprofessional!",@426478 Sorry for the delay. Please respond to the email sent to you here: https://t.co/DTSNmGldJf and we will assist you further. ^GU,2017-10-27 11:28:38+00:00,2017-10-27 12:03:28+00:00,149,134
1459055,1459053,1459051,@AmazonHelp Yes I've escalated three times. I don't get a reply.,@458655 When did you last contact us? Have you received an e-mail from our Account Specialist? Be sure to check your junk/spam folder. ^AC,2017-11-03 21:06:38+00:00,2017-11-03 21:10:31+00:00,64,138
725221,725227,725228,@AmazonHelp As per instruction i fill the form Now What......?,@293715 If you have shared your details through the link provided earlier. Our team will look into it and get back to you with an update at the earliest. ^AR,2017-11-17 05:19:17+00:00,2017-11-17 05:41:31+00:00,62,157
49913,49947,49951,@AmazonHelp It’s been 12 hrs still no response from your side,"@127178 That's odd! Once we receive your details, a correspondence is sent to your registered email. (1/3) ^SV",2017-11-02 21:14:41+00:00,2017-11-02 21:24:00+00:00,61,110
1955280,1955277,1955274,"@AmazonHelp Thanks, but this doesn’t answer my question. It’s working but is slightly out of sync",@580359 Have you checked to see if the delay is still noticeable with the external speakers disconnected? Please let us know! ^LB,2017-10-18 17:25:07+00:00,2017-10-18 17:42:01+00:00,97,129
1704059,1704058,1704060,@AmazonHelp If refund is the only option how long will it take? I really wanted this product but cant wait long,@516549 The time frame depends on the payment method type. You can learn more about the refund times here: https://t.co/SP5KwZvZpw ^BH,2017-11-06 23:59:58+00:00,2017-11-07 00:09:00+00:00,111,134
2254536,2254516,2254514,"@AmazonHelp Apparently, third party seller. I should have know I was being scammed when it said it was shipping from China. 

You guys stole money from me a year and a half ago when 3rd party seller sold me counterfeit merchandise and your customer service lied to me, saying I’d be refunded.","@539934 Hi there, Michael. I'm sorry you've not received your order. Have you contacted the seller regarding its whereabouts? We do ask that you give them 2 business days to respond.
If you have, click here: https://t.co/22s04m9fHj to see guidelines for our A-to-z claim. ^KL",2017-11-10 23:19:58+00:00,2017-11-10 23:32:51+00:00,292,275
343113,526513,2692763,"@AmazonHelp Ordered on March 23, 2016  Order# 116-4081823-9779459 already been through this exasperating exercise with cust service. other VOYAGE owners have expressed the exact same flaw. what about an even exchange for Oasis? @115851","@241844 When you contacted customer service about this issue with your Kindle, Scott, what options or insight were we able to provide about the defect you are experiencing? Please let us know. 😊 ^JD",2017-11-19 17:34:13+00:00,2017-11-19 17:42:25+00:00,235,198
1436630,1436628,1436631,@AmazonHelp Still no guaranteed date to receive the item either.,"@453513 To clarify, the delivery date changed to November 7th? If so, pls keep us posted on delivery. We want to be sure you receive it^MT",2017-11-02 14:36:28+00:00,2017-11-02 14:41:30+00:00,64,138
1553790,1553787,1553785,"@AmazonHelp Si, un pedido que tenia que haber llegado ayer con envio 1 dia","@480663 Entiendo javi, ¿has contactado con el transportista directamente? ^MB",2017-11-04 11:22:12+00:00,2017-11-04 11:26:30+00:00,74,77
1290374,1290366,1290363,@AmazonHelp I've explained &amp; explained for a YEAR!  #Amazon took money out of my account!I was just on the phone with @115821 for an HOUR! Call DROPPED!,@421762 It looks like our team is still looking into this for you. We appreciate your patience while we continue to investigate. ^AB,2017-07-03 13:52:27+00:00,2017-07-03 14:15:00+00:00,156,132
323304,323312,323314,"@AmazonHelp yes i did but did not get to hear anything from you and your team.

today again 10-1 slot it was not picked up",@192996 We've sent a correspondence to your registered email ID. Kindly check it here: https://t.co/8DAc10S7ww and write (1/2) ^GK,2017-10-11 07:57:14+00:00,2017-10-11 08:56:00+00:00,122,130
1540476,1540478,1540479,@AmazonHelp Here is the proof where I hv claimed repeatedly that @115850 will never deliver my order on time even with prime subscription. https://t.co/4PwWQ5QkI0,"@214885 We'd really like to help you out Krishna, kindly share your details in the link provided earlier. ^SM",2017-11-06 23:57:42+00:00,2017-11-07 00:09:02+00:00,162,109
539791,539788,539786,@AmazonHelp Vor unserer Emfangstür in einem Gebäude wo auch andere Firmen sind und am WE auch gerne mal Putzkräfte durchs Haus laufen,@245189 Oje. :( Gerne kannst du direkt die Kollegen vom Kundenservice darüber informieren: https://t.co/ohyvGrpvrY Diese können sich mit dem Zusteller in Verbindung setzen. ^SI,2017-12-02 14:50:37+00:00,2017-12-02 15:00:32+00:00,133,176
1860155,1860157,1860158,"@AmazonHelp It says could not confirm order number and items in order.  It says to place a new order but the sale is over and out of stock.....

The Order Number is 111-5691120-7868263",@556089 I'm sorry to hear about this. We cannot access your Amazon Account via Twitter to take a look. Can you contact us here:  https://t.co/hApLpMlfHN se we can take a look for you? ^MI,2017-11-26 08:23:44+00:00,2017-11-26 08:27:00+00:00,184,187
98812,98806,2669273,"@AmazonHelp you don't have anything.
U r just #fraud.
#fraud amazon and its delivery entities , agents everyone.",@137623 I request you to resubmit your details using this link: https://t.co/beaaDm0muc and we'll contact you soon. ^RI,2017-11-19 12:28:53+00:00,2017-11-19 12:33:54+00:00,112,119
1632192,1632182,1632183,@AmazonHelp Blz. Para vcs também... É comum alpendre o sincronismo com a conta?,@499460 As vezes acontece. Lembre Leandro que estamos para ajudar!  ^JJ,2017-11-18 22:36:43+00:00,2017-11-18 22:44:26+00:00,79,71
685698,685702,685703,"@AmazonHelp The problem is that my whole account is being locked!

Nothing much to do here unfortunately... https://t.co/DR9UJcEkSN","@283683 If you have heard from the account specialists and forwarded the requested details to them , they should update you within 24hours. Let us know if you do not hear anything.^BZ",2017-11-23 13:50:28+00:00,2017-11-23 14:00:42+00:00,131,183
343048,343047,343049,"@AmazonHelp Have already checked neighbours and it is not  ""UP TO THE DOOR"" or any door. As for ""contact the carrier it says Amazon Logistics, no contact number or couriers name etc. I have ordered several items no clue of knowing what is missing this is ineptitude surely?","@197668 I understand your concern. Whenever you have the time, give us a shout here: https://t.co/JzP7hlA23B We'd be happy to assist in real-time. ^SK",2017-11-19 18:54:38+00:00,2017-11-19 18:59:05+00:00,273,150
1108180,1108173,1108178,@AmazonHelp https://t.co/4GDYGxz6Th,@381541 The item was listed with an incorrect price on our website for a short time; this error has since been corrected. (1/3)^MN,2017-11-08 17:47:05+00:00,2017-11-08 18:04:00+00:00,35,130
430624,430623,430625,@AmazonHelp Someone used my CC saved in ur website to do purchase worth INR9499 at 19.44 IST today.,"@217407 Well, that's strange. Have tried reporting this to our support team here: https://t.co/vlvfJr4nN9 ? ^NK",2017-10-10 14:59:24+00:00,2017-10-10 15:10:31+00:00,99,111
425407,425414,425418,@AmazonHelp @216202 After placing the order marked a mail https://t.co/VO4Bq1EnjA,"@216204 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^HA",2017-10-10 11:58:25+00:00,2017-10-10 12:08:37+00:00,81,128
2512390,2512386,2512388,"@AmazonHelp Non, j'ai le suivi via UPS, c'est juste que qd il passe de dépôt en dépôt en restant à chaque fois au moins 1 journée, ça explique leur QoS","@716027 Je vous invite à contacter notre SAV pour signaler le retard via ce lien :  https://t.co/hgIrz98cdI
^ARC",2017-10-30 06:32:43+00:00,2017-10-30 06:36:00+00:00,151,112
1588066,1588071,1588072,"@AmazonHelp Got conf. from DPD that delivery will be made 08/11, but upon checking, parcel still not with courier. Email states delayed. #poorservice",@488429 I'm sorry for the delay! Please let us know if your order doesn't arrive by the new date. We can go over available options. ^GM,2017-11-06 00:49:25+00:00,2017-11-06 00:57:31+00:00,149,135
1098602,1098601,1098603,"@AmazonHelp Compre un reloj Tommy Hilfiger el cual llego el pasado 16 del presente mes y hoy dejonde funcionar, no corre.","@379241 Lamento el inconveniente, Edward. ¿Tu pedido fue enviado por Amazon o un vendedor en nuestra página? ^JQ",2017-10-23 22:25:56+00:00,2017-10-23 22:30:00+00:00,121,112
611209,611206,611205,"@AmazonHelp Well, he didn't get back in touch like he said he would... Luckily the person that received my delivery dropped it round Monday night.","@265315 I'm very sorry to hear this, Andy! I'm happy your package was recovered, though! Please keep us posted and let us know if there's anything else at all we could help with! ^SD",2017-11-22 12:54:16+00:00,2017-11-22 13:03:31+00:00,146,182
945484,945482,945480,@AmazonHelp problem solved https://t.co/ApBXLOr2w2,@344189 Thank you for letting us know beysa ! Best regards ^JJ,2017-10-13 20:43:39+00:00,2017-10-14 00:33:37+00:00,50,62
1268251,1268247,1268248,"@AmazonHelp Je note que la définition de votre service client pour ""assurer la bonne résolution de cet incident"" signifie encore 1 jour de retard en +. https://t.co/zDYeYDP2BD",@416949 Navrée pour cela. Je vous prie de patienter. ^MA,2017-10-30 21:08:36+00:00,2017-10-30 21:12:32+00:00,175,56
873760,873742,873743,"@AmazonHelp Sunday, October 14th.  It wasn’t even given to the carrier until yesterday, October 19th.","@249367 Sorry to hear we've missed our mark! Have you contacted us, via phone/chat, to explore possible options with us? ^JE",2017-10-20 22:21:40+00:00,2017-10-20 22:27:01+00:00,101,124
513510,513514,513515,@AmazonHelp ありがとうございます。　お世話になります　m(__)m。,@238181 どうぞよろしくお願いいたしますm(_ _)m TN,2017-12-03 10:09:35+00:00,2017-12-03 10:10:55+00:00,40,33
69607,69611,69612,@AmazonHelp I’d rather the order just be cancelled so I don’t have the extra hassle of returning items because they didn’t arrive on time. That’s a waste of my time.,"@131776 We have no access to your account or orders through social media. If you haven't done so already, please reach us directly via the ^HS provided so we may look into available options for you. ^BV",2017-11-30 20:55:05+00:00,2017-11-30 21:05:07+00:00,165,202
1259920,1259916,1259919,"@AmazonHelp Support via email is refunding the order, also going to pay for 1 day shipping so I can get it asap. Thank u","@134611 No problem, I'm glad we could get this resolved for you. If you have any other questions or concerns reach out to us anytime. ^TH",2017-10-26 10:29:59+00:00,2017-10-26 10:49:36+00:00,120,137
1006554,1006553,1006555,@AmazonHelp Just done it thanks.,@350784 Ok thanks. ^KM,2017-10-14 13:45:58+00:00,2017-10-14 14:00:01+00:00,32,22
470100,470098,470097,@AmazonHelp Courier to collect and it just says the courier will attempt to collect the next working day....,@226923 Does it advise who the courier is?^ES,2017-11-27 12:08:07+00:00,2017-11-27 12:11:00+00:00,108,45
317926,317922,317929,"@AmazonHelp I been reaching out to Amazon for 2 weeks with my problem, no solution with them sending my products to wrong address.","@191865 Sorry, we suggest not sharing personal details here as this page is public. ^JJ",2017-10-07 09:50:20+00:00,2017-10-07 10:10:00+00:00,130,87
1223692,1223681,1223682,@AmazonHelp Got reply. Standard shipping upgrades. Nothing new. Oh well. Tks anyway.,@407069 Can you tell us what were you advised? Were you given any new delivery dates? ^MA,2017-11-16 15:21:27+00:00,2017-11-16 15:29:29+00:00,84,89
1664433,1664435,1664437,@AmazonHelp So how are you going to help me?,"@507252 Once you contact our support team using the link shared earlier, we'll check your order and go over ^MP 1/2",2017-11-06 12:00:33+00:00,2017-11-06 12:25:50+00:00,44,115
2236313,2236285,2236286,@AmazonHelp I already call customer care for this but they didn't solve my and they didn't interest in my problem,@652182 I'm sorry for the inconvenience. We are working on your concern and will get back to you shortly. Appreciate your patience in this regard. ^SS,2017-11-10 19:25:48+00:00,2017-11-10 19:52:00+00:00,113,150
55041,55039,55038,@AmazonHelp It says by November 3rd at 8 pm. I am just getting worried because that’s 2 days away now.,@128478 It's not uncommon for items to ship and arrive the same day. Please keep an eye on your inbox for a shipping notification. ^RA,2017-11-01 19:15:24+00:00,2017-11-01 19:21:42+00:00,102,134
2899670,2899669,2899671,@AmazonHelp I DM you guys no respond wow,@363330 I apologize about the delay! When did you send us the direct message? ^GP,2017-11-28 19:53:26+00:00,2017-11-28 19:55:31+00:00,40,81
2457174,2457173,2457175,@AmazonHelp この日を待ってました🤤完食しちゃわないよう気をつけます٩( ᐛ )و,@703822 美味しいとついつい食べ過ぎちゃいますよね(;´▽｀A`` 無くなりましたら、またどうぞ～♪ (っ´∀｀)っ TN,2017-11-15 05:08:16+00:00,2017-11-15 05:11:34+00:00,46,64
729231,729229,729230,@AmazonHelp Je fais le nécessaire. Encore merci pour votre aide et bonne journée à vous.,@294663 A votre service,2017-10-11 09:13:46+00:00,2017-10-11 09:26:00+00:00,88,23
215156,215150,215148,@AmazonHelp It's not there..u check the app urslf.u will come to know,@167119 Sorry about this experience. Please report this to our support team here: https://t.co/TdDksLo6Mf and we'll look into this. ^HD,2017-10-05 01:23:02+00:00,2017-10-05 01:26:00+00:00,69,135
812525,812523,812522,@AmazonHelp Perfect. Thanks pal.,"@313601 You're welcome, thanks for contacting us! ^JJ",2017-11-25 09:33:59+00:00,2017-11-25 09:35:31+00:00,32,53
2467222,2467221,2467223,"@AmazonHelp Items ordered &amp; in stock, promised under 2-Day Prime shipping with anticipated delivery date indicated, taking over a week to arrive.",@705944 Two-Day Shipping refers to transit time after the item is ready to ship. Has the delivery date given at checkout passed?^VB,2017-10-29 21:02:49+00:00,2017-10-29 21:11:00+00:00,149,131
1603082,1603080,1603078,"@AmazonHelp Amazonさんの公式でないことは分かってます！
架空請求ですよね",@491994 恐らく、そのようです。どうぞご注意ください！ EK,2017-11-05 07:23:50+00:00,2017-11-05 07:28:27+00:00,45,33
530081,530083,530084,@AmazonHelp Website. I didn’t dare to logout from the mobile application my amazon Id __email__,@242753 as we consider them to be personal information. Our Twitter page is visible to public. (2/2)^YP,2017-12-02 10:38:42+00:00,2017-12-02 10:59:27+00:00,95,103
1777663,1777662,1777664,@AmazonHelp No I’m just placing an order and usually prime items are next day delivery even when ordered on a Saturday- now the delivery date is Tuesday. Just wondered if the prime terms have changed?,"@477745 I'm sorry to hear this, Cat! I believe this might shed some light on the issue: https://t.co/nSlrlQCbUx  Please let us know if the issue has or does persist outside of this date period.  Thanks! ^WB",2017-11-25 13:52:44+00:00,2017-11-25 14:13:31+00:00,200,206
1771749,1771748,1771747,@AmazonHelp Already reported 2 days ago and no deadline is given.,"@532550 If you have filled in your details, please be assured our team will get back to you at the earliest. ^PB",2017-11-10 16:05:42+00:00,2017-11-10 16:33:00+00:00,65,112
199664,199660,199659,@AmazonHelp Je ne peux pas. Aujourd'hui j'ai reussi a commander aux Lockers! Il y a ancore certains livres que sont pas livrables aux lockers.,@163092 Je suis vraiment navrée pour cela .^BR,2017-10-04 20:03:06+00:00,2017-10-04 20:15:31+00:00,142,46
493436,493426,493428,@AmazonHelp Both orders say shipped with Amazon shipping and I have a tracking reference that starts with Q,@232632 Please let us know if the order doesn't arrive as promised. Thank you ^AP,2017-12-01 18:23:00+00:00,2017-12-01 18:37:00+00:00,107,81
639506,639504,639503,@AmazonHelp Yes it's now stating between 23rd and 24th November this is joke especially from a company that promises next day delivery with it's Prime service,"@141258 I certainly understand your frustration, Anthony! Please let us know if it doesn't arrive by the 24th. ^SW",2017-11-22 20:14:10+00:00,2017-11-22 20:17:32+00:00,158,114
694385,694360,694359,@AmazonHelp Could you please send the link again,@285580 Please share your details here : https://t.co/GIJyeYqKE0 and we'll connect with you soon. ^AS,2017-11-14 13:49:26+00:00,2017-11-14 14:01:01+00:00,48,101
2868354,2868353,2868355,@AmazonHelp Casual $1100 of light fixtures..,"@796582 Hi, Cole! Could you please confirm who the carrier is for these late shipments? You can find that information here: https://t.co/Y5jpI9gRhE. We want to help with this! Please keep us posted! ^SD",2017-11-28 20:43:56+00:00,2017-11-28 20:55:52+00:00,44,202
419220,419226,419227,@AmazonHelp Ok..  now the piece of laptop is increased and I want to buy laptop same it minimum price . So kindly lower the price of laptop for me,"@214982 Unfortunately, we do not have a price match policy. Kindly place a new order. ^PS",2017-10-10 06:36:48+00:00,2017-10-10 06:53:26+00:00,146,89
790176,790191,790192,@AmazonHelp @115851  see the proof https://t.co/w7mMW0lbNW,@308429 We understand your situation. Apologies! We're working on your concern and we'll get back to you at earliest. ^SV,2017-10-12 16:35:59+00:00,2017-10-12 16:42:29+00:00,58,121
850037,850036,850038,@AmazonHelp Yes ! Your own drivers are poorly trained delivering to the wrong addresses. Items not already in your warehouse are often delayed too,"@301366 Apologies - pls contact us so we can investigate:  https://t.co/hApLpMlfHN

- Tony D",2017-10-13 13:34:40+00:00,2017-10-13 13:37:01+00:00,146,92
2758110,2758108,2758107,@AmazonHelp メッセージセンターからも認証キーも受け取り番号も確認出来ません,@771841 ご確認いただきありがとうございます。その場合は、状況を確認させていただきますので、お手数ですが先ほどご案内したリンクよりカスタマーサービスまでお問い合わせくださいますよう、お願いいたします。ET,2017-11-21 03:19:55+00:00,2017-11-21 03:33:30+00:00,43,105
422703,422702,422704,"@AmazonHelp Sure, I have attached a screenshot below, every time it shows same, even I tried to reset password, but once I reset it, the error is same. https://t.co/Vppez8oFqs",@215661 I'd like to check this for you. Please write to us here: https://t.co/GIJyeYqKE0 and I'll reach out to you. ^SA,2017-10-10 10:38:46+00:00,2017-10-10 11:01:34+00:00,175,119
1275074,1275076,1275077,@AmazonHelp Where is the link mentioned..??,@393288 Kindly reach out to our support team through the link provided here:https://t.co/vNuNUrZXFr &amp; we'll look into it for you. ^EM,2017-10-16 08:33:04+00:00,2017-10-16 09:02:26+00:00,43,137
117865,117859,117860,"@AmazonHelp Sim...Kindle é puro amor!!! Estou lendo ""O Grande Herói"" de Marcus Luttrel e "" Conversando com C. S. Lewis"" de Alister McGrath. 😉","@142143 Opa, parecem livros interessantes demais! :D Você os recomendaria? ^CR",2017-11-24 00:33:39+00:00,2017-11-24 00:36:25+00:00,141,78
309918,309920,309921,"@AmazonHelp usually no reason for delays. It will say ""in transit"". Sometimes its out for delivery and then doesnt get delivered that day.","@189991 Typically, late orders will arrive the next day. If yours doesn't please contact us: https://t.co/hApLpMlfHN ^EP",2017-10-07 02:32:07+00:00,2017-10-07 02:48:58+00:00,138,120
1100412,2290855,2290856,"@AmazonHelp forced me to escalate this matter.
@115851 - hi Jeff ! Am a customer of your esteemed company and find few gaps in your Indian subsidiary SOP. My order details &amp; contact details are as follows - Nilesh Garg,+919326103122. Order no 403-7264416-5820316. Need your intervention .","@665414 Hello, please accept my sincere apologies for your recent experience. Kindly fill in your details here: https://t.co/GIJyeYqKE0, and I'll look into it. Please don't provide your order details, we consider it personal info. Our Twitter page is visible to public. ^NR",2017-11-12 21:48:39+00:00,2017-11-12 21:51:57+00:00,292,273
43288,43287,43289,"@AmazonHelp It replied saying ""I couldn't find any hindi party songs"". Check the screenshot from Alexa app https://t.co/qNiTG1v85J",@125593 Sorry for the hassle. Could you please let us know through which music application you are trying to play the songs? ^JS,2017-11-01 16:06:13+00:00,2017-11-01 17:03:00+00:00,130,128
425137,425105,425106,"@AmazonHelp Saying Again...be specific. ""Earliest"" gives no idea. Give me a date and time.","@134321 I understand the urgency, Vasu. We're actively working on it and we'll get back to you by the end of the day. ^SY",2017-11-21 08:14:42+00:00,2017-11-21 08:36:00+00:00,90,121
803004,802999,803000,@AmazonHelp i cannot do this refund through the seller because the seller is no longer on the site and unreachable. How do I file a claim through you/,"@311348 We'd be happy to look into this with you, please reach out directly to us here: https://t.co/hApLpMlfHN ^JA",2017-10-12 21:58:22+00:00,2017-10-12 22:02:00+00:00,150,115
306933,307184,307185,@AmazonHelp Immediately after your request last night,@189283 Thank you for filling it out. We'll be reaching out as soon as possible.Wee appreciate your patience. ^JE,2017-10-07 13:12:54+00:00,2017-10-07 13:25:30+00:00,53,113
226702,226700,226699,@AmazonHelp Yes. It tracked back to Antwerp and was delivered there,"@170116 When it reaches the warehouse and gets a scan a refund will be requested, refunds can take 7 days to process once requested. ^JJ",2017-10-05 07:15:44+00:00,2017-10-05 07:18:30+00:00,67,136
549381,549389,549390,@AmazonHelp No me he comunicado con ellos,@247929 En este caso te recomendamos ponerte en contacto con nuestros compañeros de Servicio al Cliente para que ellos puedan revisar tu caso. En el siguiente enlace podrás hacerlo: https://t.co/beR78zMMYB ^RC,2017-12-02 19:05:47+00:00,2017-12-02 19:08:00+00:00,41,209
849775,849774,849776,@AmazonHelp Connected.. the India Helpdesk confirmed that th the US helpdesk will call.. didn’t!! Emails sent.. replied with an auto response!! Super!,@321920 Request you to get in touch with our support team between 7am-12am from the link provided earlier &amp; we'll help you with this.^SQ,2017-10-21 00:50:04+00:00,2017-10-21 01:03:01+00:00,150,140
958181,958183,958185,"@AmazonHelp How many times, already done","@347352 In that case, please reply to the email sent by our team mentioning your concern and we'll get back to you soon. 1/2 ^RS",2017-10-23 08:37:56+00:00,2017-10-23 08:55:54+00:00,40,128
1290403,1290402,1290404,@AmazonHelp My lights all appear here but my Dots do not. Should this be where I select them to add? https://t.co/L7OX9LKLlD,"@421770 Hello, Alanna! We want to help! Contact us here so we can get your Smart Home set up: https://t.co/hApLpMlfHN ^EA",2017-10-26 20:54:47+00:00,2017-10-26 21:16:00+00:00,124,121
835516,835519,835520,"@AmazonHelp I asked about replacement order but the rep did not want to ""inconveniance"" me with placing another order.",@316081 Thanks for confirming- Was a time frame provided on how long you should wait for delivery? ^NV,2017-10-13 10:45:32+00:00,2017-10-13 10:49:00+00:00,118,102
734113,734115,734116,@AmazonHelp I tried this given link I didn't receive any call or option to go further!!!,@295648 You may connect us here: https://t.co/vlvfJr4nN9 to request an immediate callback. We'll be happy to help. ^AR,2017-10-26 02:54:31+00:00,2017-10-26 03:09:16+00:00,88,118
990368,990365,990366,"@AmazonHelp I didn’t contact Amazon after that last web-chat, as I figured it would be taken care of. Should I get back on the chat?",@354593 I would yes as we don't have access to account details here I'm afraid. ^KM,2017-10-24 09:30:08+00:00,2017-10-24 09:37:30+00:00,132,83
1572232,1572231,1572233,@AmazonHelp I see it daily..even the episode of @41845 is not updated.dere must be some fix DAY when it is updated,@294487 We haven't made any announcement yet. Please stay tuned to the website for updates. ^MS,2017-11-04 13:54:58+00:00,2017-11-04 14:04:02+00:00,114,95
2154083,2154064,2154063,@AmazonHelp Sir till today cash back not credited,@632905 Our apologies for the stretch. Kindly reply to our correspondence you've received and we'll check this for you. ^YP,2017-11-20 15:56:13+00:00,2017-11-20 16:18:37+00:00,49,123
2414481,2414480,2414482,"@AmazonHelp Oh, ich hab jetzt nen geschlechtsneutralen grauen bestellt. Jetzt heißt es Daumen drücken!","@694016 Wenn graue Zirkel bestellt werden, versenden wir grundsätzlich die Modelle in babyrosa 🤡 Spaß beiseite, am Ende bewahrheitet sich das auch noch 😀 Ich drück die Daumen! ^BL",2017-11-14 19:58:11+00:00,2017-11-14 20:04:06+00:00,102,179
365220,365235,365236,@AmazonHelp Sounds good.. expecting the solution latest by today..  else i would have to return tue product and file a consumer petition for the,@202516 Sorry about the bad experience. We'll get in touch with you as soon as we have an update. ^NS,2017-10-09 08:07:07+00:00,2017-10-09 08:23:26+00:00,144,101
1082393,1082392,1082394,"@AmazonHelp I definitely was already there but I appreciate the effort you’ve gone through to send me this link. It’s ok, I got this xoxo","@375317 Any time, please let us know if you have any questions or need assistance! 😊 ^DW",2017-10-23 20:48:27+00:00,2017-10-23 20:54:57+00:00,137,88
2161978,2161976,2161975,@AmazonHelp Then how can u help....u r page is saying further details required from customer side but I don't find any field form where to fill details @AmazonHelp,"@373357 Please select the option of other order issues and connect with our support team, so that we can help you with the issue. ^SH",2017-11-09 06:12:42+00:00,2017-11-09 06:26:53+00:00,163,133
1232103,1232123,1232124,"@AmazonHelp Please check,
But question is still that?
Why you not refund my amount in 24 hrs???
Why mentioned that, Amazon pay balance refund in 24 hrs https://t.co/AbJaMHvtKf","@359661 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^MJ",2017-10-16 05:32:05+00:00,2017-10-16 06:04:27+00:00,175,128
1490291,1490285,1490287,"@AmazonHelp Man, the subtitles are not coming again now. I have updated the app, played some other TV shows and Hindi movies and could see subtitles . Wonder what's the problem with this movie alone.",@466107 I'm sorry for the inconvenience with the subtitles. Please report it to our support team here: https://t.co/2t6DQoUmNZ we'll look into it and help you out. ^AP,2017-11-26 02:24:48+00:00,2017-11-26 02:30:00+00:00,199,167
