conversation_id,customer_tweet_id,customer_message,clean_text
1655118,1655117,"@AmazonHelp It now says today or tomorrow. But there isn't much tracking info, and still no updates this morning.",it now says today or tomorrow but there isn t much tracking info and still no updates this morning
1655118,1655120,@AmazonHelp You. AMZL.,you amzl
1655168,1666049,@AmazonHelp It's okay. I don't need a call. I made him deliver the order. But the behavior was extremely unprofessional.,it s okay i don t need a call i made him deliver the order but the behavior was extremely unprofessional
1655182,1655181,@AmazonHelp Guys at Amazon offered any sort of warranty for that type of thing or would I have to contact Marshals directly.,guys at amazon offered any sort of warranty for that type of thing or would i have to contact marshals directly
1655672,1655671,"@AmazonHelp あわわわわいつもお世話になっております！！！
迅速に手配していただきありがとうございましたあぁぁ！",
1655672,1655674,"@AmazonHelp はいぃ！ありがとうございましたぁ！
すぐまたお世話になると思います！
これからもよろしくお願いします(*´ω｀*)",
1655681,1655679,@AmazonHelp ご丁寧にありがとうございます。気を付けます,
1655686,1655685,"@AmazonHelp That issue is resolved,but I still have the issue regarding writing a review.I have an email sent regarding the same.",that issue is resolved but i still have the issue regarding writing a review i have an email sent regarding the same
1655686,1655689,"@AmazonHelp It is staying that,I should have done minimum payment or should be a prime member to write a review.",it is staying that i should have done minimum payment or should be a prime member to write a review
1656189,1656188,"@AmazonHelp I haven't got a confirmation email yet, it's hasn't shipped yet. The estimated date says Thursday though.",i haven t got a confirmation email yet it s hasn t shipped yet the estimated date says thursday though
1656189,1656191,"@AmazonHelp Only message I have is when I reserved it, and that one has pending date. And today when it asked me to update payment method.",only message i have is when i reserved it and that one has pending date and today when it asked me to update payment method
1656196,1656195,@AmazonHelp I am from india..! and your customer care executive was making  my fool for past 2 months.. its been to months since i dint refund my money,i am from india and your customer care executive was making my fool for past 2 months its been to months since i dint refund my money
1656707,1656704,@AmazonHelp 美味しいですよ♪ (*´﹃｀*),
1656715,1656721,"@AmazonHelp Yeah. Example. Bed frame. We destroy old one to make room for delivery. It never arrived that day, so kid slept on floor.",yeah example bed frame we destroy old one to make room for delivery it never arrived that day so kid slept on floor
1656735,1656734,"@AmazonHelp Yes, it does. This happened twice today. The first time it recovered after a reboot and being online. Not this time.",yes it does this happened twice today the first time it recovered after a reboot and being online not this time
1657352,1657351,@AmazonHelp Already submitted. Unfortunately many cases fixing cannot make things it intended to be. Gift is one of them. People need to be sensitive.,already submitted unfortunately many cases fixing cannot make things it intended to be gift is one of them people need to be sensitive
1657357,1657356,@AmazonHelp 嬉しいと爪研ぐみたいなんで、ダンボールに乗ってご機嫌みたいです（≧∇≦）,
1657363,1657362,@AmazonHelp what’s the email address for customer service?,what s the email address for customer service
1657845,1657844,@AmazonHelp It arrived shortly before I tweeted. The refrigerated goods were missing.,it arrived shortly before i tweeted the refrigerated goods were missing
1657867,1657866,@AmazonHelp It says AMZL US,it says amzl us
1657871,1657870,"@AmazonHelp Lets say I have Uber skill emabled. When I get into the skill store later, i dont want to see uber but instead sonething else.",lets say i have uber skill emabled when i get into the skill store later i dont want to see uber but instead sonething else
1657879,1657878,"@AmazonHelp 素早い回答ありがとうございます。
引き続き注意します。",
1658309,1658307,@AmazonHelp わざわざありがとうございます😊,
1658317,1658314,@AmazonHelp Then what should i do now,then what should i do now
1658726,1658723,@AmazonHelp Not going to read instructions,not going to read instructions
1658730,1658729,@AmazonHelp No calls and no revert back yet🤔,no calls and no revert back yet
1658742,1658740,@AmazonHelp いつもありがとうございます😊,
1658742,1658738,@AmazonHelp これからも使わせていただきます！😋👍,
1658919,1658918,@AmazonHelp I don't understand when it was dilvery of one day and during order it takes 4 days and even Amazon prime doesn't work....,i don t understand when it was dilvery of one day and during order it takes 4 days and even amazon prime doesn t work
1658924,1658923,@AmazonHelp Should have been informed of this when I requested for redirection. Wouldn't have redirected otherwise,should have been informed of this when i requested for redirection wouldn t have redirected otherwise
1658928,1658927,@AmazonHelp Esta noche sin falta 😉😊,esta noche sin falta
1658932,1658931,@AmazonHelp Have reported to Amazon Support but they were unable to find solution. Can you check if bin series is indeed treated as international/ VCC?,have reported to amazon support but they were unable to find solution can you check if bin series is indeed treated as international vcc
1658960,1658958,"@AmazonHelp Waiting for delivery.... Still waiting.
#amazonprime #nouse #poordelivery",waiting for delivery still waiting amazonprime nouse poordelivery
1658960,1658959,"@AmazonHelp This is how you fool us, app says agent was unable to contact me. Bullshit!!! #amazonindia #youarefail #pooryou #poorservice #amazonnogood https://t.co/mWsW05IFoa",this is how you fool us app says agent was unable to contact me bullshit amazonindia youarefail pooryou poorservice amazonnogood
1658998,1658997,@AmazonHelp So should I consider this like a donation to Amazon ?? Or u guys are thinking I won't fight for my funds . #amazonpay .,so should i consider this like a donation to amazon or u guys are thinking i won t fight for my funds amazonpay
1659003,1659002,@AmazonHelp The new southpark,the new southpark
1659003,1659005,@AmazonHelp Today,today
1659003,1659007,@AmazonHelp It’s says out for delivery today,it s says out for delivery today
1659013,1659012,"@AmazonHelp Non en fait c'est bon, juste que la poste passe à 16H30 maintenant. :)",non en fait c est bon juste que la poste passe 16h30 maintenant
1659013,1659015,"@AmazonHelp Oui, il était dans ma boîte au lettre, le facteur venait seulement de passer à 4H de l'après-midi. 😅",oui il tait dans ma bo te au lettre le facteur venait seulement de passer 4h de l apr s midi
1659298,1659297,@AmazonHelp I reported this issue and requested to talk to a manager but the customer service does not care.,i reported this issue and requested to talk to a manager but the customer service does not care
1659298,1659301,@AmazonHelp written but I am sure Amazon does not care as your manager has changed her statement while I am trying to find a solution. What a team !!,written but i am sure amazon does not care as your manager has changed her statement while i am trying to find a solution what a team
1659311,1659309,@AmazonHelp @506254 神対応で草,
1659670,1659668,@AmazonHelp ありがとうございます🙏,
1659670,1659666,@AmazonHelp こちらこそよろしくお願いします,
1659702,1659695,"@AmazonHelp Already filled up the form once !! How many times do I have to do the same ?? After multiple follow ups with CC on chat, emails, phone calls and the form. No info yet. @115850 @115851 @115821 @127187 - What is wrong here ?",already filled up the form once how many times do i have to do the same after multiple follow ups with cc on chat emails phone calls and the form no info yet what is wrong here
1659702,1659694,@AmazonHelp Checked. Replied on 10/28 20:12:35. M waiting. No updates after that. I would really like to understand what is taking so much time ? Can you provide any timeline by when I will be updated ? @115851 @115850 @127187 - Would have liked to avoid so many tweets. #FedUp,checked replied on 10 28 20 12 35 m waiting no updates after that i would really like to understand what is taking so much time can you provide any timeline by when i will be updated would have liked to avoid so many tweets fedup
1659702,1659698,@AmazonHelp Contacted as requested. Was asked as always to wait for 24-48 hrs (which have already passed). Still no update. Why such an attitude since 13th Oct. Giving date over date. #fedup. Please do not test patience of a regular customer. @115850 @115851 @127187 @115821,contacted as requested was asked as always to wait for 24 48 hrs which have already passed still no update why such an attitude since 13th oct giving date over date fedup please do not test patience of a regular customer
1660064,1660063,@AmazonHelp No. They leave your warehouse and are never seen again. Always @115821’s delivery service. @118706 always works.,no they leave your warehouse and are never seen again always s delivery service always works
1660080,1660079,"@AmazonHelp Honestly U R least bothered about getting the shipment delivered. Everytime I call custcare, no updates. #poorservice @AmazonHelp @115850",honestly u r least bothered about getting the shipment delivered everytime i call custcare no updates poorservice
1660080,1660083,"@AmazonHelp Already done. And fyi, the packet is delayed for over 5 days of the promised time. What is the advantage of taking prime membership",already done and fyi the packet is delayed for over 5 days of the promised time what is the advantage of taking prime membership
1660093,1660091,"@AmazonHelp わざわざ、ありがとうございます！
公式さんから、教えていただいてとても安心しました！！",
1660449,1660446,@AmazonHelp And they didn't leave any notice anywhere. It just says it shipped with AMZL US.,and they didn t leave any notice anywhere it just says it shipped with amzl us
1660449,1660451,@AmazonHelp I've filled out the form. Do carriers usually try again the next day? Can you even tell me that?,i ve filled out the form do carriers usually try again the next day can you even tell me that
1660804,1660803,@AmazonHelp Wish we had that option. It would really be helpful for existing customers . Pls Start this option it will really increase long lived custmr,wish we had that option it would really be helpful for existing customers pls start this option it will really increase long lived custmr
1660828,1660827,@AmazonHelp こちらこそ早い配送ありがとうございます！,
1661412,1661410,"@AmazonHelp no safe places, and order history says delivered to me. No card, no delivery, neighbours report nothing",no safe places and order history says delivered to me no card no delivery neighbours report nothing
1661412,1661407,@AmazonHelp 14:04 yesterday,14 04 yesterday
1661412,1661406,@AmazonHelp just yourselves so far! What are the next steps?,just yourselves so far what are the next steps
1661418,1661417,@AmazonHelp @115850 @AmazonHelp need warranty support headphone is not working mic is faulty what to do and give your customer representative number,need warranty support headphone is not working mic is faulty what to do and give your customer representative number
1661418,1661420,"@AmazonHelp please help else i will raise complain in consumer court 
call me at +91-9199992808",please help else i will raise complain in consumer court call me at 91 9199992808
1661418,1661423,@AmazonHelp its ridiculous amazon from morning i chat with 3 of your representative no solution till now and your calling option is waste @115850,its ridiculous amazon from morning i chat with 3 of your representative no solution till now and your calling option is waste
1661418,1661425,"@AmazonHelp please help else i will raise complain in consumer court 
else call me at +91-9199992808",please help else i will raise complain in consumer court else call me at 91 9199992808
1661439,1661438,@AmazonHelp C’est long :( même si je le prends avec le Amazon Prime?,c est long m me si je le prends avec le amazon prime
1661439,1661441,@AmazonHelp D’accord je prendrais mon mal en patience dans ce cas. Merci beaucoup. Bonne journée à vous,d accord je prendrais mon mal en patience dans ce cas merci beaucoup bonne journ e vous
1661446,1661445,@AmazonHelp No it’s preparing for dispatch. Tried to cancel but received an email saying it wasn’t possible. I’m not too concerned though,no it s preparing for dispatch tried to cancel but received an email saying it wasn t possible i m not too concerned though
1661451,1661450,@AmazonHelp いつもお世話になっております！,
1661458,1661455,"@AmazonHelp Yeah but revision of what? I had to just reselect a card that was already saved and set as my default means of payment?
Expected Tue 7th Nov",yeah but revision of what i had to just reselect a card that was already saved and set as my default means of payment expected tue 7th nov
1661458,1661454,"@AmazonHelp 2020...it's absurd that it needed a revision, literally just required me to click on it, card works fine!",2020 it s absurd that it needed a revision literally just required me to click on it card works fine
1661464,1661463,@AmazonHelp U can see screenshot of hanged mobile https://t.co/H1PlYxYCY8,u can see screenshot of hanged mobile
1661480,1661478,"@AmazonHelp Seller account is constantly going back to the ""Enable Two-Step Verification"" screen even after a code has been sent and entered",seller account is constantly going back to the enable two step verification screen even after a code has been sent and entered
1661480,1661475,@AmazonHelp Have sent a message to seller support but suspect this will be quicker!,have sent a message to seller support but suspect this will be quicker
1661480,1661472,@AmazonHelp thanks - trying that now,thanks trying that now
1661480,1661474,"@AmazonHelp Now sorted. Although I had gone through the hoops for verification, your system said I hadn't!",now sorted although i had gone through the hoops for verification your system said i hadn t
1661480,1662292,@AmazonHelp Will do and thanks for the prompt replies,will do and thanks for the prompt replies
1661482,1661484,"@AmazonHelp Well, neither did I! What a damned surprise no?",well neither did i what a damned surprise no
1661482,1661486,@AmazonHelp I already called and lodged a complaint. Yet to hear anything meaningful from anyone.,i already called and lodged a complaint yet to hear anything meaningful from anyone
1661482,1661488,@AmazonHelp Please do define soon. I haven't heard a peep yet.,please do define soon i haven t heard a peep yet
1661482,1661490,@AmazonHelp I have indeed.,i have indeed
1661494,1661493,@AmazonHelp Yes i did,yes i did
1661494,1661496,@AmazonHelp Please see that I get my refund as soon as possible I'm done waiting,please see that i get my refund as soon as possible i m done waiting
1661500,1661499,@AmazonHelp Désolée mon PC était en cause je viens de tester sur mobile ! Merci,d sol e mon pc tait en cause je viens de tester sur mobile merci
1661520,1661516,@AmazonHelp The only reason I ordered more is because it offered free shipping. It’s just deceitful to offer free shipping if you know I’m in thailand,the only reason i ordered more is because it offered free shipping it s just deceitful to offer free shipping if you know i m in thailand
1661520,1661519,@AmazonHelp So this picture shows they know my address as Thailand. It offers free shipping with a $25 order. Once I bought they say only USA? https://t.co/4ycwK2ADop,so this picture shows they know my address as thailand it offers free shipping with a 25 order once i bought they say only usa
1661540,1661536,@AmazonHelp I didn’t Which is confusing me,i didn t which is confusing me
1661540,1661529,@AmazonHelp Via safari. Should I download the app instead?,via safari should i download the app instead
1661540,1661528,@AmazonHelp It’s still not taking money and I haven’t received a confirmation email but the two items are in my order history?,it s still not taking money and i haven t received a confirmation email but the two items are in my order history
1661540,1661531,@AmazonHelp Yes it is,yes it is
1661540,1661533,@AmazonHelp Yes I have and it’s not there. I hope it hasn’t charged me more than once as I’ve made this order a few times,yes i have and it s not there i hope it hasn t charged me more than once as i ve made this order a few times
1661764,1661760,"@AmazonHelp Il corriere era poste italiane, per questo mi sono rivolta alla posta. Vi aggiornerò. Grazie mille per la disponibilità!!",il corriere era poste italiane per questo mi sono rivolta alla posta vi aggiorner grazie mille per la disponibilit
1661764,1661766,"@AmazonHelp Buongiorno! È appena arrivato il pacco, oggi è stata effettuata la seconda consegna!  È tutto perfetto e a posto, grazie mille😊",buongiorno appena arrivato il pacco oggi stata effettuata la seconda consegna tutto perfetto e a posto grazie mille
1661780,1661772,@AmazonHelp My tracking info said expected dispatch 04/11/17 which was Saturday now says shipping soon.. Xbox one x is out tomorrow I pre ordered,my tracking info said expected dispatch 04 11 17 which was saturday now says shipping soon xbox one x is out tomorrow i pre ordered
1661780,1661771,@AmazonHelp No still says arriving tomorrow but it’s not the point? It has to be dispatched today using one day delivery for it to get here release date,no still says arriving tomorrow but it s not the point it has to be dispatched today using one day delivery for it to get here release date
1661780,1661774,@AmazonHelp No,no
1661789,1661784,@AmazonHelp Considering I never sign out to begin with I don't know why it would change,considering i never sign out to begin with i don t know why it would change
1661789,1661783,"@AmazonHelp Yes, the last day or so. Maybe week tops.",yes the last day or so maybe week tops
1661789,1661786,@AmazonHelp Thanks,thanks
1661793,1661791,@AmazonHelp They just said they don’t use that label and I would have to pay. But I have a prepaid label,they just said they don t use that label and i would have to pay but i have a prepaid label
1661793,1661792,@AmazonHelp Just googled the info on returns label and I think I know where to go now! 😂,just googled the info on returns label and i think i know where to go now
1661793,1661796,@AmazonHelp So I might be being a tad blonde but on the pass my parcel site (the returns label you sent me to print) does not have an amazon option.,so i might be being a tad blonde but on the pass my parcel site the returns label you sent me to print does not have an amazon option
1661793,1661798,@AmazonHelp No but I’ve been on their website for returns and amazon isn’t even an option,no but i ve been on their website for returns and amazon isn t even an option
1661806,1661823,"@AmazonHelp The biggest problem I am having over the last few days is Alexa failing to find songs on Saavn, when I know those songs are in Saavn's library.",the biggest problem i am having over the last few days is alexa failing to find songs on saavn when i know those songs are in saavn s library
1661806,1661825,"@AmazonHelp Thanks, will reach out soon. Appreciate the quick response.",thanks will reach out soon appreciate the quick response
1661812,1661809,"@AmazonHelp Did that, your recorded voice says please visit Amazon.in.. seriously, it seems like a joke.",did that your recorded voice says please visit amazon in seriously it seems like a joke
1661820,1661819,@AmazonHelp Was supposed to be dispatched Saturday and arrive on the 7th,was supposed to be dispatched saturday and arrive on the 7th
1661832,1661829,@AmazonHelp I had asked for a replacement. Defective item was picked up on Oct 14. Replacement not shipped yet. No signs of refund either.,i had asked for a replacement defective item was picked up on oct 14 replacement not shipped yet no signs of refund either
1661832,1661828,@AmazonHelp This is what I am talking about. Almost a month now. https://t.co/cJWYoo6sEo,this is what i am talking about almost a month now
1661835,1661834,@AmazonHelp Already called. They asked 24hrs for resolution.,already called they asked 24hrs for resolution
1661847,1661845,"@AmazonHelp I do not have energy left to share details and explaining you
My user id registered name is Pradeep Kour....  check you would get to know",i do not have energy left to share details and explaining you my user id registered name is pradeep kour check you would get to know
1661855,1661850,@AmazonHelp Can I get an update on this pls,can i get an update on this pls
1661855,1661849,@AmazonHelp Did u check?,did u check
1661855,1661852,@AmazonHelp Then pls check with your backend team rather then asking me.,then pls check with your backend team rather then asking me
1661860,1661857,@AmazonHelp Gracias. Me interesa mucho ser parte del staff de Prime Video. Como me puedo comunicar con ellos.,gracias me interesa mucho ser parte del staff de prime video como me puedo comunicar con ellos
1661860,2103684,"@AmazonHelp Buenísimo, muchas gracias!!",buen simo muchas gracias
1661870,1661868,@AmazonHelp this order was delayed - Order #   111-5562525-9110651,this order was delayed order 111 5562525 9110651
1661939,1661937,@AmazonHelp Got any details of the delivery?,got any details of the delivery
1661962,1661961,"@AmazonHelp Aaaaargh I am beginning to very much dislike your delivery people, how can get continually get it so wrong!!!!!",aaaaargh i am beginning to very much dislike your delivery people how can get continually get it so wrong
1661962,1661965,@AmazonHelp And now after being undeliverable... it is delivered... what on earth is going on!! My email account doesn’t know which way is up!!,and now after being undeliverable it is delivered what on earth is going on my email account doesn t know which way is up
1661962,1661967,@AmazonHelp They appear to have been delivered to my ‘safe place’ so I will find out later what’s there. Experience over the past week has been... https://t.co/OI3IpLjzAd,they appear to have been delivered to my safe place so i will find out later what s there experience over the past week has been
1662035,1662033,"@AmazonHelp yes..!! i didnt get my package on time..!!😡
since yesterday i try to get it, bt didnt get it yet!
@115850 RUIN my Diwali!!😡",yes i didnt get my package on time since yesterday i try to get it bt didnt get it yet ruin my diwali
1662035,1662034,"@AmazonHelp @115850 your customer service executives are the Most ridiculous and hopeless, they dont knw how to talk to the customer..!!",your customer service executives are the most ridiculous and hopeless they dont knw how to talk to the customer
1662270,1662269,@AmazonHelp プライムビデオの「お母さんと一緒」に毎日お世話になってます(^^),
1662278,1662277,"@AmazonHelp when ever i call customer care ,they just say ""product will be delivered today"".but this does not happen. this is happening from last 4 days",when ever i call customer care they just say product will be delivered today but this does not happen this is happening from last 4 days
1662278,1662280,@AmazonHelp ok,ok
1662284,1662283,@AmazonHelp 丁寧に返答致していただきありがとうございます。Androidから切り替えて、すごく不便に感じます。アップルのポリシーが変わるのを気長に待とうと思います(*´∀｀*),android
1662288,1662287,"@AmazonHelp Setzt sich das wenigstens nach einiger Zeit zurück? Will mir ungern eine Kreditkarte zu legen, noch einen 200€ Geschenkgutschein kaufen O.o",setzt sich das wenigstens nach einiger zeit zur ck will mir ungern eine kreditkarte zu legen noch einen 200 geschenkgutschein kaufen o o
1662568,1662567,@AmazonHelp https://t.co/PO5oy48e3G,
1662572,1662571,"@AmazonHelp Yes, have tried all of the above and no joy. Stuck in the same loop. Have multiple orders waiting to be fulfilled too.",yes have tried all of the above and no joy stuck in the same loop have multiple orders waiting to be fulfilled too
1662572,1662574,"@AmazonHelp No, how do I do this?",no how do i do this
1662572,1662576,@AmazonHelp That’s doesn’t help me at all. Upon logging in (to try and access my account) I see the screen shown in the original screenshot.,that s doesn t help me at all upon logging in to try and access my account i see the screen shown in the original screenshot
1662572,1662584,"@AmazonHelp I have just completed this form, thanks. Hopefully your colleagues can get me back onto my account ASAP",i have just completed this form thanks hopefully your colleagues can get me back onto my account asap
1662572,1662586,@AmazonHelp No call back from filling out that form and no acknowledgment of filling out the other Contact Us form either so far. Frustrating!,no call back from filling out that form and no acknowledgment of filling out the other contact us form either so far frustrating
1662572,1662588,@AmazonHelp Completed. Fingers crossed,completed fingers crossed
1662603,1662599,@AmazonHelp It doesn't work in IE too: the Phase 2 link from the Phase 1 Blu-ray page. Can u give me the ASIN for the Phase 2 Blu-ray?,it doesn t work in ie too the phase 2 link from the phase 1 blu ray page can u give me the asin for the phase 2 blu ray
1662603,1662601,"@AmazonHelp Tried to search on Amazon UK and I get 'Your search ""B075YLSBY5"" did not match any products' :(",tried to search on amazon uk and i get your search b075ylsby5 did not match any products
1662611,1662609,"@AmazonHelp Estaría muy bien, la verdad 😂",estar a muy bien la verdad
1662614,1662613,@AmazonHelp Ordered 4 Nov with 5 Nov delivery still not despatched and no new date great birthday present that will be!,ordered 4 nov with 5 nov delivery still not despatched and no new date great birthday present that will be
1662614,1662617,@AmazonHelp One person said it would still be delivered yesterday and the other said they would escalate it and I should cancel and reorder,one person said it would still be delivered yesterday and the other said they would escalate it and i should cancel and reorder
1662614,1662619,@AmazonHelp When I order an item I don’t expect the price to go up and then they decide not to send it out to me - I am very annoyed with your service,when i order an item i don t expect the price to go up and then they decide not to send it out to me i am very annoyed with your service
1662614,1662623,@AmazonHelp No and You don’t put prices up after someone has made a purchase so please tell me when this item will be delivered I am sick of contacting,no and you don t put prices up after someone has made a purchase so please tell me when this item will be delivered i am sick of contacting
1662614,1662622,@AmazonHelp I’m wasting no more time with this - if the parcel does not arrive today I will take legal advice,i m wasting no more time with this if the parcel does not arrive today i will take legal advice
1662631,1662630,@AmazonHelp ヤマト運輸に確認いたしました。今日解答がありました。配送の方は確実にうちのポストに投函したそうです。名前も憶えているとのことで、ポストには入れられたのは確かだと思います。受け取れなかったのは想像ですが、誰かが故意に抜き取ったからだと思います。とても残念です,
1662631,1662633,@AmazonHelp 先ほどはお世話になりありがとうございました。詳しい事情はよくわからなくても、とりあえず、出品者が再送してくださっていることがわかってよかったです。どうもありがとうございます。,
1662637,1662636,@AmazonHelp Thank you. Saw this on the website. Was looking forward to hearing from users themselves.,thank you saw this on the website was looking forward to hearing from users themselves
166332,166330,@AmazonHelp Thanks the swift reply. Am I to email the customer service with the info?,thanks the swift reply am i to email the customer service with the info
166347,166339,"@AmazonHelp Un coup ça doit arriver aujourd'hui, un coup mercredi prochain, puis là, ça doit arriver CE SOIR AVANT 20h... quel fuseau horaire, svp???",un coup a doit arriver aujourd hui un coup mercredi prochain puis l a doit arriver ce soir avant 20h quel fuseau horaire svp
166352,166351,@AmazonHelp que me recomendáis oh mis amores platónicos?,que me recomend is oh mis amores plat nicos
166352,166354,"@AmazonHelp me es indiferente, di una y la empiezo esta noche :D",me es indiferente di una y la empiezo esta noche d
166352,166356,@AmazonHelp pues voy para alla :D,pues voy para alla d
1663526,1663525,@AmazonHelp Today they said to collect now they are saying today we don't collect .I can't even connect to the customer service also .,today they said to collect now they are saying today we don t collect i can t even connect to the customer service also
1663530,1663529,@AmazonHelp I called customer service and was told that standard shipping would hold my order until release date before charging. I get paid Friday...,i called customer service and was told that standard shipping would hold my order until release date before charging i get paid friday
1663539,1663538,@AmazonHelp Are the gift cards redeemable against Prime? Thanks for your help @AmazonHelp,are the gift cards redeemable against prime thanks for your help
1663544,1663543,"@AmazonHelp J'ai envoyé un message. Si vous voulez que je vous transfère le mail, communiquez moi une adresse svp.",j ai envoy un message si vous voulez que je vous transf re le mail communiquez moi une adresse svp
1663544,1663546,@AmazonHelp Est ce que les données personnelles de vos clients ont été piratées ?,est ce que les donn es personnelles de vos clients ont t pirat es
1663544,1663550,@AmazonHelp C'est gentil mais mon mot de passe est sûr et changé régulièrement.,c est gentil mais mon mot de passe est s r et chang r guli rement
1663544,1663553,@AmazonHelp Merci. Bonne journée,merci bonne journ e
1663560,1663557,@AmazonHelp Pointless i cancelled them now go elsewhere to get them prime is becoming a bit of a joke,pointless i cancelled them now go elsewhere to get them prime is becoming a bit of a joke
1663564,1663563,"@AmazonHelp @AmazonHelp 1/3 of the order (coffeemaker) made it, RAM and SSD didn’t. Ordered on .de :)",1 3 of the order coffeemaker made it ram and ssd didn t ordered on de
1663574,1663573,@AmazonHelp ええ、そうなんですか！？,
1663574,1663576,@AmazonHelp ありがとうございますー！検討してみます🙇,
1663580,1663579,"@AmazonHelp Cercando di uscire da un loop, creato da voi...Se tra i vostri reparti c'è un minimo di comunicazione dovreste già conoscere il problema.",cercando di uscire da un loop creato da voi se tra i vostri reparti c un minimo di comunicazione dovreste gi conoscere il problema
1663590,1663589,@AmazonHelp In teoria oggi,in teoria oggi
1663590,1663592,@AmazonHelp Con il corriere Amazon Logistics,con il corriere amazon logistics
166360,166359,@AmazonHelp Ok i sent you an email please put the money back in the bank today it needs to go back in no later than today tjanks keep me posted,ok i sent you an email please put the money back in the bank today it needs to go back in no later than today tjanks keep me posted
166365,166364,@AmazonHelp Doesn’t work. (See screenshot). https://t.co/wB0VeCh5Js,doesn t work see screenshot
166365,166363,@AmazonHelp Alexa is all https://t.co/WiX8nrguYw,alexa is all
166365,166367,@AmazonHelp I have Spotify connected and it is not finding it with Spotify. I’ve tried asking Alexa to play it on Spotify and still no Christmas music.,i have spotify connected and it is not finding it with spotify i ve tried asking alexa to play it on spotify and still no christmas music
166373,166371,"@AmazonHelp Thanks, sent an email off. Will keep you posted if I need help again 👍",thanks sent an email off will keep you posted if i need help again
166379,166377,@AmazonHelp Hola me aparece esto https://t.co/jRBN586skn,hola me aparece esto
166379,166375,@AmazonHelp Volverá a estar disponible???,volver a estar disponible
166395,166391,@AmazonHelp Entuendo cualquier incidencia en reparto. Pero no entiendo que no haya una alternativa mas cercana.,entuendo cualquier incidencia en reparto pero no entiendo que no haya una alternativa mas cercana
166395,166390,"@AmazonHelp Muchas gracias. Incidencia solventada por #contacto telefónico.
Ena web es un poco complicado encontrar como solventar incidencias de reparto.",muchas gracias incidencia solventada por contacto telef nico ena web es un poco complicado encontrar como solventar incidencias de reparto
166400,166397,@AmazonHelp Well your website said to contact the carrier. So I did. Have filled out that form now.,well your website said to contact the carrier so i did have filled out that form now
1664032,1664028,@AmazonHelp Geschenkgutscheine kann ich auch nicht wählen und der Bestellwert ist weit über dem Limit.,geschenkgutscheine kann ich auch nicht w hlen und der bestellwert ist weit ber dem limit
1664038,1664036,"@AmazonHelp Los 5€ ya me deja, lo que el de 10€ solo debe ser exclusivo para los productos que hay en esta pagina exclusiva y no en todo pantry, verdad?",los 5 ya me deja lo que el de 10 solo debe ser exclusivo para los productos que hay en esta pagina exclusiva y no en todo pantry verdad
1664041,1664040,@AmazonHelp #amazon #amazonHelp Thanks I couldn't found  give me contact details For delivery dealership My mail __email__  #amazonin,amazon amazonhelp thanks i couldn t found give me contact details for delivery dealership my mail email amazonin
1664048,1664055,"@AmazonHelp I

.@115850 I have given u my details twice .. I have even given my order id some 15 days ago.. what should I do more",i i have given u my details twice i have even given my order id some 15 days ago what should i do more
1664048,1664058,@AmazonHelp .@115850 @AmazonHelp ?????????????????????????????????????????????????????????????????????,
166405,166402,@AmazonHelp ESP when there was plenty of funds but somehow Amazon caused me to over draw,esp when there was plenty of funds but somehow amazon caused me to over draw
1664067,1664066,"@AmazonHelp 返信ありがとうございます。
既にそのフォームを使い、出品者に連絡メールを送らせていただきました。",
1664071,1664070,@AmazonHelp Not yet got sent a final reminder which is the first email I’ve had with the code in. Could have been sorted on Friday really,not yet got sent a final reminder which is the first email i ve had with the code in could have been sorted on friday really
166409,166408,"@AmazonHelp 'Out for delivery' on one page, on another it says 'your package was expected to be delivered today'",out for delivery on one page on another it says your package was expected to be delivered today
166413,166412,@AmazonHelp C'etait Amazon Logistics.,c etait amazon logistics
166413,166415,@AmazonHelp Voici mon numéro de commande C10052104343 il annonce que le colis à été livré à 20h47 dans la boite aux lettres mais j'y suis aller plusieurs fois début et il n'y a rien.,voici mon num ro de commande c10052104343 il annonce que le colis t livr 20h47 dans la boite aux lettres mais j y suis aller plusieurs fois d but et il n y a rien
166423,166420,"@AmazonHelp I am yes, UK bank and UK address",i am yes uk bank and uk address
166423,166419,"@AmazonHelp I haven't but when I googled the error it seems to be very common with MP3 downloads on Amazon, so is this problem not something at your end?",i haven t but when i googled the error it seems to be very common with mp3 downloads on amazon so is this problem not something at your end
166430,166429,@AmazonHelp I ordered it from the Canadian website (.ca).,i ordered it from the canadian website ca
166437,166436,"@AmazonHelp It’s a joke SJ 

A play on words of The famous four candle joke 

Thank you for replying ^graham",it s a joke sj a play on words of the famous four candle joke thank you for replying graham
166437,166439,@AmazonHelp I did look but They wasn’t on Black Friday give away lol ^graham,i did look but they wasn t on black friday give away lol graham
1664414,1664412,"@AmazonHelp こちらこそ、いつも助かってまーす！
ありがと〜♡╰(*´︶`*)╯♡",
1664419,1664416,@AmazonHelp already did that. Please call me at 9868940590 if you have any query !,already did that please call me at 9868940590 if you have any query
1664419,1670300,@AmazonHelp Already shared. Awaiting response,already shared awaiting response
1664424,1664423,@AmazonHelp Very frustrating being told they can't deliver tomorrow cos the cut off has passed... Amazon prime a waste of money clearly,very frustrating being told they can t deliver tomorrow cos the cut off has passed amazon prime a waste of money clearly
1664424,1664426,@AmazonHelp Having shocking CS on the live chat and if anything it's made me cancel my prime subscription,having shocking cs on the live chat and if anything it s made me cancel my prime subscription
