conversation_id,customer_tweet_id,customer_message,support_response,intent,notes
694402,694401,@AmazonHelp Expédié par un vendeur tiers je crois,@285581 Je vous invite à prendre contact auprès de notre service client afin qu'il fasse le nécessaire: https://t.co/hgIrz98cdI ^FT,,
969177,969175,"@AmazonHelp Video stutters, no audio and video freezing. Pause for a couple sec &amp; fine for another 20m. I'm on gig internet hardwired tv.",@350054 Have you tried these troubleshooting steps: https://t.co/yBeIswulrA? ^CO,,
183444,183443,@AmazonHelp Yes.,@159139 Please get in touch with us here: https://t.co/JzP7hlA23B and we'll help! ^RL,,
12549,2529714,"@AmazonHelp Yes Sir,I reported,they assured me too 4 d return &amp;said pickup agent vl contact U but nothing done.",@720187 Sorry for the delay with the pickup. Kindly drop in your details here: https://t.co/ThNiV22C8k and we'll work on it. ^NS,,
643997,643996,@AmazonHelp Yup 😢 I cancelled the order now,@272879 I'm sorry we missed your delivery date! Were we able to request a refund for you? ^AR,,
205062,205058,@AmazonHelp I still have not received my codes. Pre ordered back in April.,@164569 Have you checked your spam folder as you should have received it by now? ^KM,,
2113649,2113655,@AmazonHelp J'ai reçu ce mail ce matin malgré avoir annoncé que j'avais bien reçu la commande. 😬À qui dois-je répondre ? https://t.co/RS1HNVHdDE,"@623204 Bonjour, ravie d'apprendre que votre colis est livré. Je vous invite à rebondir sur ce mail, afin d'informer la personne qui a pris en charge votre dossier.^FT",,
142939,142937,@AmazonHelp Werde ich mal machen... Danke,@148267 Super gern! :) ^AW,,
118745,118749,@AmazonHelp We still have not heard back yet from you regarding this fraud case. An amazon vendor is using our name and address and we are receiving multiple amazon return items to our home. This needs to stop immediately. @115821 @115851,@142322 I'm sorry for the trouble! I don't see we've received your information. Please provide your details for us using the link ^NN provided above. ^KP,,
2841800,2841799,"@AmazonHelp Sirji , i have already did that , but even tortoise can walk faster than the resolution process of Amzon , check my history via my number @109028, no need to delete this tweet ..","@790713 We'll not be able to access your account from social platforms, Ravi. Write to us here: https://t.co/GIJyeYqKE0 &amp; we'll help you with the available options. ^MJ",,
2613190,2613189,@AmazonHelp Non c'était pas prévu il me semble. Comme elle est USB c je me suis dit qu'ils mettraient directement le câble plutôt qu'un usb normal,"@669574 Je comprends. Normalement, le contenu de chaque article est indiqué sur la page détaillée du produit. ^SB",,
1255691,1255690,@AmazonHelp Ok thank you,@403931 You're most welcome. Do keep us posted for any further queries. ^AB,,
343671,343666,"@AmazonHelp I just gave you the tracking number. Go to your data base, not Twitter, and hunt the damn thing down. I pay Prime. I expect Prime service",@197797 We'd like our team to look into this. Please send us your info using the following secure link: https://t.co/1mNXSsV1xa ^GR,,
848122,848121,@AmazonHelp Just re-ordered with another email address and now that account has been immediately locked,@127582 I'd like to have someone from my team look into this further. Please provide the following info: https://t.co/XaEFXZ9x8f ^MW,,
1502807,1502805,@AmazonHelp Please share the escalation matrix.,"@324114 Apologies, please share your details via the link provided earlier and we'll get back to you. ^SK",,
725902,725901,@AmazonHelp I have already sent a mail yesterday at 9pm &amp; called customer care but no response as of now. Marked mail to Jeff also.#fraud,@293892 Sorry about that. I'd like to help. Please write to us here: https://t.co/GIJyeYqKE0 and I'll reach out to you. ^SA,,
956275,956260,@AmazonHelp Merci,@346900 À votre service :),,
1373388,1373383,@AmazonHelp Nope! 18-20th. Not acceptable,"@439645 If your order doesn't arrive by the 18th, please let us know. ^JA",,
1310347,1310345,@AmazonHelp Still waiting,"@294193 As you have shared the details, we will connect with you within 6-12 hours. ^SG",,
1409660,1409659,@AmazonHelp The delivery date was supposed to be today,@447656 Please contact us here: https://t.co/hApLpMlfHN so we can provide you with additional options. ^SY,,
856569,857834,@AmazonHelp i dont have any fax service in my town and u ppl r crazy,@323416 I'm afraid our team would need the details to be sent via fax so that they can take it further &amp; help un-hold the account. ^EM,,
17678,17674,"@AmazonHelp #unprofessional order id # 
403-7503264-7181114,403-8300003-6354735,403-5491238-8117144",@119907 Please share your details here: https://t.co/GIJyeYqKE0 and I'll reach out to you. (2/2) ^KA,,
2768257,2768256,@AmazonHelp Yes iv done everything iv just sent you a full message now ..,@280564 Thank you for the update! We'd like to look into available options with you concerning your parcel. Please contact us via phone or chat at the following link:  https://t.co/JzP7hlA23B ^MW,,
2801423,2801421,"@AmazonHelp わかりますが、同じ表品を2セットで別はやっぱり嫌です…
開けると「入るやん」って思ってしまいますし…
でも、わざわざありがとうございます😊",@781505 とんでもないことでございます。ご意見をお寄せいただき、ありがとうございます。ご指摘いただいた点は担当部署に伝えさせていただき、今後もサービスの改善に努めて参ります。 YM,,
224844,224842,@AmazonHelp It's on Amazon.in but transaction has been made on .uk,"@169717 Thank you for confirming, since the charge is on https://t.co/ykTUEmdsQA. Kindly connect with us here: https://t.co/baKrEwW6v9. ^PS",,
312986,313000,@AmazonHelp Why false assurances then,@190746 I'm sorry for the trouble. I'll pass this feedback to the concerned team internally so they can have a look at it. ^AU,,
1544542,1544546,@AmazonHelp Call me option is not working. PL call back,"@478414 The call service seems to be working fine. Please follow the path mentioned here to connect with us, Click on the link here:1/3^KA",,
279166,279159,"@AmazonHelp There's nothing written but the title of the book, but i did pay the price listed for the hardcover book",@182574 What Amazon website did you use to place the order? https://t.co/Ao8rYb8Jzw? ^JJ,,
1675584,1675580,"@AmazonHelp Done
Let's see how responsive Amazon.in is","@506832 Thank you for keeping us posted, Nishant. We will get back to you soon with an update. ^KS",,
2534442,2534446,@AmazonHelp I have no contact information. They did not leave a card. I have tweeted them and they have not responded.,"@721132 Sorry to hear about the issue with your delivery recently Carolyn, if you contact us via phone or live chat we can contact Hermes directly for you: https://t.co/JzP7hlA23B ^TI",,
2011955,2011948,"@AmazonHelp Tomorrow (19/10). Still says ""Preparing for Dispatch"", can't believe will be delivered on time if it hasn't been dispatched yet",@594935 It's not uncommon for items to be dispatched and delivered in the same day! Do keep in mind we can deliver up until 21:00. ^KJ,,
222712,222708,"@AmazonHelp This link is not opening either, page can't be loaded error is getting displayed",@169201 Sorry for the trouble you've had. Could you please help us with the screenshot of the error you're facing. ^MM,,
2785914,2785909,"@AmazonHelp thank you! Me too, my co worker loves wine and has cats so I figured this would be perfect for her. Any way for a replacement? I logged into my app and don’t see anything thx","@777810 Thanks for keeping us in the loop on this! Is your order shipped and sold by Amazon, or by a third party seller? We can investigate this with you if you'd like, via this link here: https://t.co/hApLpMlfHN ^DW",,
2789086,2789085,@AmazonHelp I am using website. The problem is present on just chrome browser. While it works fine in Firefox. Works fine in chrome on mobile as well. I am using chrome Version 62.0.3202.94 (Official Build) (64-bit) on desktop.,@778527 Thanks for confirming. Please try clearing the cache and cookies of that browser and check. ^MO,,
2853647,2853645,@AmazonHelp I’ve tried it on both the app and the desktop site and both have done the same thing,"@793300 We'd like to troubleshoot this further with you, please reach out to us by phone or chat here: https://t.co/qy3J24VGxb ^GR",,
835127,835136,@AmazonHelp i did..no one called,"@318840 Sorry about that, Manuj. You can request a callback with your preferred time by writing back to the e-mail sent by our team. ^MP",,
1034743,1034731,"@AmazonHelp No call no msg,,, what a fantastic response... Total failure of APNI DUKAAN??","@185471 You should have received an email from us, please check and revert. ^HN",,
2473444,2473443,"@AmazonHelp I have the ""Amazon Echo, Black (previous generation)"" 
I have seen other @119038 streamers use it on there live streams to play music and would like to know how.",@150040 Thanks for confirming! Check out our Help pages on playing music and streaming media over your Alexa device here: https://t.co/SP1LjQhQAP ^MJ,,
2590695,2590697,@AmazonHelp Amazon EU.,"@733788 En ese caso, recomiendo entrar en contacto directamente con nuestro Servicio al Cliente: https://t.co/beR78zMMYB ^CR",,
318601,318599,@AmazonHelp I used @145869 and it’s showing the seller to be https://t.co/eFW8uDgHVP LLC,@192011 Please contact us here for help:  https://t.co/hApLpMlfHN ^AT,,
2728907,2728905,@AmazonHelp Lp Collect,@765128 D'accord et l'avez-vous signalé à notre service client s'il vous plait ? ^SB,,
1716763,1716756,"@AmazonHelp I’ve already reached out to them and all I was told was that if they can’t try again and deliver it today, I’ll be given a refund.",@237265 Who was the carrier on your package? You can find that information here: https://t.co/Y5jpI9gRhE ^LS,,
797477,797472,"@AmazonHelp read tweet carefully and then reply ,package is in my city since early Thursday morning yet no sign of it getting delivered before Saturday😠","@310135 I do get your concern, please report this to our support team and we'll check this. ^HN",,
2757458,2757460,@AmazonHelp UPS.,@129508 Thank you for that information. We'd like to take a closer look at your order. Please reach out directly to us via phone/chat here: https://t.co/hApLpMlfHN ^TN,,
1494776,1494775,@AmazonHelp Celle du moment est la boutique lego!,@467068 😍 J'adore aussi. Avez-vous opté pour les jeux de construction comme moi 😉? ^FA,,
2923455,2923446,@AmazonHelp I think its a fake . Still no winner list put at nowhere. What is the fact about one plus 5 contest of 9 th June 2017 winner list??,@809006 Sorry to know you feel this way! We've escalated this internally. We'll reach out to you with an update at earliest. ^SV,,
2273301,2273299,"@AmazonHelp Quero um Kindle, mas preciso de agora, adianta para mim 💜",@661273 Paciência Galileu! Você vai ter aquele aparelhinho nas sua mãos 💕. Fique de olho na nossa página para mais novidades 😁. ^MB,,
2318306,2318310,@AmazonHelp Both by sellers. One of the items has now changed and is due to be delivered today. The other still says waiting to be dispatched. Why does it matter if it's an Amazon item or a different seller?,@672053 If the items are both sold and dispatched by sellers then unfortunately the dispatching of them is directly with the seller. Are both orders listed as fulfilled by the seller or by Amazon? ^MI,,
2944213,2944212,"@AmazonHelp I’m aware of what two day shipping means. I’m also aware that the delivery date was supposed to be yesterday, and that I pay $99 per year and your response is ¯\_(ツ)_/¯",@175621 I'm sorry your order hasn't arrived as expected! Were you given an updated delivery date or a notice of delay? We'd like to help! ^ZW,,
1014288,1014287,@AmazonHelp Hahahaha adorei! ❤️,"@290972 Opa 😉 Assim que receber o seu pedido envie uma fotinho para nós, Sabrina 😊 ^LG",,
586862,586860,"@AmazonHelp Yes, and found it outside my door! But who knows if this note was even for me...","@258583 Oh no! I'm sorry for the trouble with the delivery. Let's investigate this together by phone or chat here, https://t.co/JzP7hlA23B, and find a proper resolution for you. ^TG",,
1151858,1151857,"@AmazonHelp Thanks, I finally found the call option on the website and talk to a rep.",@391065 Thanks for the update. Please let us know if you need any further assistance. ^BH,,
783276,783278,@AmazonHelp Kaha kaha dalu yst I call u ur representative told me about cancelation mail received and fud process,"@199798 I get your concern. Could you confirm, submitting your details using the link shared earlier? ^MP",,
1213368,1213366,"@AmazonHelp fui garimpando os novos do SK, além de outros que eu queria faz tempo (tá bem variado)! vcs ainda vão me levar à falência kkkk","@404785 Que demais, e qual é o seu livro favorito dele? ❤ Queremos só te trazer muita felicidade. 📚 ^DA",,
2899622,2903588,@AmazonHelp I don't want return just keep the amount and let me aware the people,@219990 We're sorry know about the trouble with the order you received. Could you please confirm if you've reported this to our support team here: https://t.co/rS49hgaADF? Do keep us posted. ^SM,,
1456346,1456345,@AmazonHelp Oui livraison en soirée impossible car le livreur refuse de rentrer dans l'immeuble (accord avec Amazon selon lui ) indiqué nulle part 1/2,@458026 Désolée pour cela😓L'avez-vous signalé à notre SAV afin qu'il prenne les mesures nécessaires?^FT,,
472273,472265,"@AmazonHelp Just says amazon shipping, other than that there no extra information on the order.",@227477 Apologies for the poor experience. Is your order out for delivery again today? What does the tracking show?^CN,,
2874981,2874976,@AmazonHelp pcのみですか！タブレットではどうやっても無理…ですよね？,@795067 「PCサイト」への切り替えが可能である場合は、お手数ですが、お試しください。TN,,
2830776,2830772,@AmazonHelp Yes all the items in my order are fulfilled by Amazon,"@227707 Hello, it may be best if you can contact us directly here:  https://t.co/hApLpMlfHN. We will be able to investigate this further. ^HS",,
429025,429024,@AmazonHelp I have filled the form but i feels that your support going to bad day by day,"@217032 As you've shared your details, we'll work on it and get back to you. ^HN",,
952534,952533,@AmazonHelp yet another delivery attempt fail. Was told an attempt was made but it wasn't. Been on w/ support for 1 hour.,@345990 Please keep us in the loop on how the phone call goes. Thank you. ^DO,,
2428244,2428242,"@AmazonHelp All I get is an email saying they couldn't deliver. I've been on the phone with them three times about the first parcel, changed the delivery address, nothing has worked. I spoke with Amazon last night, but tried calling courier again today and can't get through.",@697193 Sorry to hear that- what did our associate advise? They should be able to get through to the carrier for you and find out if there is an ongoing issue that needs to be fixed. ^MA,,
2513445,2513440,@AmazonHelp Because I sent everything on Saturday and no email has been received,"@430551 Apologies for the stretch. If you've shared your details via link provided earlier, ^AK (1/2)",,
279455,279339,"@AmazonHelp Thanks ! Hw much time does it take 2 reslv? Cn u share current status, I ws told it's goin 2 take 24-48hrs 2 resolve it, it's +6 dz nw !!!😤",@182606 Our team will contact you at the earliest. ^HN,,
765708,765706,@AmazonHelp Ok it is usually good 🤗 just this time was off,@302998 Thanks for the feedback! ^JJ,,
